game|chapter|speaker|text|tag
FE6|21-TheBindingBlade|Soldier|All troops are at their posts and ready for battle, Lord Murdock.|
FE6|21-TheBindingBlade|Murdock|Good.|
FE6|21-TheBindingBlade|Murdock|Galle. So it begins.|
FE6|21-TheBindingBlade|Galle|Yes, my lord. We are prepared.|
FE6|21-TheBindingBlade|Murdock|Your squad will be the key to winning this battle. Understood?|
FE6|21-TheBindingBlade|Galle|Of course, my lord. I will not let you down.|
FE6|21-TheBindingBlade|Murdock|Yes. We shall show them the power of Bern’s main forces. Still...that general from the Lycia Alliance Army made it this far.|
FE6|21-TheBindingBlade|Galle|General Roy?|
FE6|21-TheBindingBlade|Murdock|Yes, him. I wish to see how he fights...by going up against him in person.|
FE6|21-TheBindingBlade|Yoder|Ah, General Roy! I have found you at last.|
FE6|21-TheBindingBlade|Roy|Bishop Yoder! What brings you all the way from Etruria? Is something wrong?|
FE6|21-TheBindingBlade|Yoder|I did some research after receiving your letter. I have come to the conclusion that Bern has indeed resurrected the Dark Dragon!|
FE6|21-TheBindingBlade|Roy|Is that true!? ...But Hartmut defeated the Dark Dragon in the war. How could Bern have brought it back to life?|
FE6|21-TheBindingBlade|Yoder|Apparently, Hartmut did defeat the Dark Dragon, but he did not finish it off.|
FE6|21-TheBindingBlade|Roy|What!?|
FE6|21-TheBindingBlade|Yoder|Instead of killing it, he sealed it away in the mountains of Bern. And the sword he used to seal it was...|
FE6|21-TheBindingBlade|Roy|The Binding Blade?|
FE6|21-TheBindingBlade|Yoder|Oh, did you know?|
FE6|21-TheBindingBlade|Roy|Yes. I have done a little studying myself...|
FE6|21-TheBindingBlade|Yoder|Even if the Dark Dragon has been released, if we can obtain the Binding Blade, then we may be able to seal it again, or even kill it once and for all. That is the Church’s conclusion, and they sent me to ask for your assistance.|
FE6|21-TheBindingBlade|Roy|Do you know where the Dark Dragon is?|
FE6|21-TheBindingBlade|Yoder|Yes, that is my next point. As the the fire-breathing Dragons can change into human form, is highly possible that the Dark Dragon can as well. In fact, we have a suspect. There is a shaman called the Dark Priestess whom King Zephiel keeps at his side at all times.|
FE6|21-TheBindingBlade|Roy|The Dark Priestess...|
FE6|21-TheBindingBlade|Yoder|We have no solid evidence, but it is true that she appeared at around the same time that the other fire-breathing Dragons started to be seen.|
FE6|21-TheBindingBlade|Roy|......|
FE6|21-TheBindingBlade|Yoder|Apparently, the Dragons sealed away their power in gems called Dragon Stones to change into human form so that they could adapt to this environment. In that case, it would not be surprising if the Dark Dragon was in the form of a human woman as well.|
FE6|21-TheBindingBlade|Roy|In any case, we have to go see her to confirm the truth.|
FE6|21-TheBindingBlade|Yoder|Yes. I shall accompany you.|
FE6|21-TheBindingBlade|Roy|You would fight alongside us? That would be most helpful!|
FE6|21-TheBindingBlade|Yoder|Also, take these. These are the Divine Weapons that the Church found on its own. I have instructions to give them to you.|
FE6|21-TheBindingBlade|Roy|Divine Weapons, too!?|
FE6|21-TheBindingBlade|Yoder|If the Dark Dragon has really been released, this would be the greatest danger mankind has faced since the Scouring!|
FE6|21-TheBindingBlade|Roy|Yes. We will face it with all our strength!|
FE6|21-TheBindingBlade|Galle|All right, let’s go! Crush them all. Leave none alive! Show the enemy the wrath of the Dragon Masters of Bern!|
FE6|21-TheBindingBlade|Saul|Ah, Bishop Yoder.|
FE6|21-TheBindingBlade|Yoder|Saul, it is good to see you are well. And thank you. The Church has been saved countless times because you and Dorothy fought alongside Roy.|
FE6|21-TheBindingBlade|Saul|...If one such as I was to be of any help at all, then I am truly proud.|
FE6|21-TheBindingBlade|Yoder|Oh? It seems I have never seen you so...serious.|
FE6|21-TheBindingBlade|Saul|Bishop Yoder, even I am a priest. I have as much concern for the common good as anybody.|
FE6|21-TheBindingBlade|Yoder|I see. I am sorry. Then let us fight together, shall we?|
FE6|21-TheBindingBlade|Zeiss|Sir Galle...|
FE6|21-TheBindingBlade|Galle|Zeiss. You seem well.|
FE6|21-TheBindingBlade|Zeiss|Sir Galle... Must we fight?|
