game,chapter,speaker,text,tag
FE9,18-CrimeaMarches,Sanaki,"You have done excellent work, Ike. Thanks to you, the wound that has scarred Begnion for many long years can finally begin to heal. As promised, Begnion now offers its support to Crimea's restoration. However, Prime Minister Sephiran has yet to return, which limits the reinforcements I can provide. Be that as it may, what troops I can spare await your command. Use them as you see fit.",positive
FE9,18-CrimeaMarches,Ike,"I understand. Thank you. That's good news, isn't it, Princess Elincia?",positive
FE9,18-CrimeaMarches,Elincia,Yes. Yes it is.,positive
FE9,18-CrimeaMarches,Sanaki,"This has taught me a valuable lesson...Our land needs the laguz. I also believe that beorc and laguz need each other to survive. The previous apostle, my grandmother, was desirous of such a world, as were my own parents. Princess Elincia, your father, King Ramon of Crimea, was a true pioneer in the area of beorc-laguz relations. In the very near future, I will give the imperial senate a few...suggestions on achieving a fully integrated society. I doubt the road will be easily traveled, but I can no longer turn a blind eye to these issues. Princess Elincia, you must rebuild Crimea. If you are sucessful, we will join forces and change the world.",negative
FE9,18-CrimeaMarches,Elincia,"Empress Sanaki, your vision surpasses even my own... My father would be so pleased to hear your words.",positive
FE9,18-CrimeaMarches,Ike,Looks like you're through with me. I'll wait outside until you're finished talking.,negative
FE9,18-CrimeaMarches,Sanaki,Hold! I am most definitely NOT through with you.,negative
FE9,18-CrimeaMarches,Ike,Huh? What did I do now?,neutral
FE9,18-CrimeaMarches,Sanaki,"You're as impudent and impatient as ever. Heed me, Ike. If you are to help lead the Crimean Liberation Army, you must be given a more appropriate title.",neutral
FE9,18-CrimeaMarches,Ike,"If you're talking about making me a noble, I'll decline, thanks. That's not my kind of thing.",neutral
FE9,18-CrimeaMarches,Sanaki,"You are not in a position to refuse. Giving some nameless mercenary control of Begnion's troops would be...problematic. And more importantly, it would affect the troops. You will resign yourself to this and receive peerage from Princess Elincia.",negative
FE9,18-CrimeaMarches,Ike,"What? No, wait! This is absurd...Blast! Of all the foolish...",negative
FE9,18-CrimeaMarches,Elincia,"I'm...sorry about this. If you're absolutely opposed to it, I won't force you.",negative
FE9,18-CrimeaMarches,Ike,"No, I have to do what's necessary. What am I supposed to do now?  Put on a funny hat or something?",negative
FE9,18-CrimeaMarches,Elincia,"Um, will you...lend me your sword? Thank you. Now, may I ask you...to kneel before me?",positive
FE9,18-CrimeaMarches,Elincia,"Th-thank you. All right... Let me begin. In the name of House Crimea, I hereby grant you the title and rank of lord and all the honors it conveys. Rise, Lord Ike.",positive
FE9,18-CrimeaMarches,Elincia,It is done.,neutral
FE9,18-CrimeaMarches,Ike,What an odd feeling.,neutral
FE9,18-CrimeaMarches,Sanaki,Aha! Your new rank suits you.,neutral
FE9,18-CrimeaMarches,Sigrun,I completely agree.,positive
FE9,18-CrimeaMarches,Elincia,"Yes, it truly does...",positive
FE9,18-CrimeaMarches,Ike,Hmm... I suppose. Not that it matters to me.,neutral
FE9,18-CrimeaMarches,Ashnard,"So they've left Begnion, have they?",neutral
FE9,18-CrimeaMarches,Black Knight,"According to our spy, they march with a regiment of Begnion's army. They plan to take a land route through Daein and then into Crimea.",neutral
FE9,18-CrimeaMarches,Ashnard,"Hah! They plan to cut across Daein? With nothing more than a single regiment at whose core is a tattered band of ragtag mercenaries? Gawain's son leads this rabble, yes? How does he stand up to his father's legacy?",negative
FE9,18-CrimeaMarches,Black Knight,"He doesn't. He's just a boy, not yet worthy of his father's name.",negative
FE9,18-CrimeaMarches,Ashnard,Hmph. Disappointing.,negative
FE9,18-CrimeaMarches,Black Knight,"Though his skill with the blade is rough, there is something...uncanny about him. People seem drawn to him. And not just Begnion's apostle, either. He's also gained the trust of the Serenes survivors...and of King Phoenicis as well.",neutral
FE9,18-CrimeaMarches,Ashnard,The herons are alive?,negative
FE9,18-CrimeaMarches,Black Knight,It appears that two members of the royal family survived.,neutral
FE9,18-CrimeaMarches,Ashnard,Heh heh... Look how nicely the table's been set for us. Bring one of them to me... I care not which one. And I want the medallion as well.,neutral
FE9,18-CrimeaMarches,Black Knight,...As you wish.,neutral
FE9,18-CrimeaMarches,Ike,"Once we cross that great wall, we'll be in Daein. Look there, atop that building!...Daein wyvern riders on patrol. They won't be happy to see us.",positive
FE9,18-CrimeaMarches,Tanith,"Tell me, General Ike, have you faced wyvern riders in combat?",neutral
FE9,18-CrimeaMarches,Ike,Only a few times. I got the impression that the Kilvas ravens were the more dangerous foe.,negative
FE9,18-CrimeaMarches,Tanith,"If that's your impression, then you have yet to fight true wyvern riders.",neutral
FE9,18-CrimeaMarches,Ike,What do you mean?,neutral
FE9,18-CrimeaMarches,Tanith,"I have no way of judging the ones we see here, but I know another unit, one that was attached to Begnion's temple guard. They had their reasons for leaving... But the important thing to remember is that they are exceedingly powerful.",neutral
FE9,18-CrimeaMarches,Ike,Which explains why the apostle sent you to accompany us.,neutral
FE9,18-CrimeaMarches,Tanith,That's right. Pegasus knights fare better than most against wyvern riders. We know the skies as well as they do.,neutral
FE9,18-CrimeaMarches,Ike,"Yeah, I prefer to keep my feet on the ground, thank you. Can I entrust the flying business to you?",positive
FE9,18-CrimeaMarches,Tanith,Of course. We'll bring honor to the name of the apostle's sacred guards.,positive
FE9,18-CrimeaMarches,Elincia,My lord Ike. Are preparations complete?,neutral
FE9,18-CrimeaMarches,Ike,Yes. The enemy should not yet be aware that we've come this far. We're going to launch a surprise attack and try to capture the wall on our first charge. Please wait for us at the base camp.,neutral
FE9,18-CrimeaMarches,Elincia,Very well...,positive
FE9,18-CrimeaMarches,Ike,There's no need to look so worried. We're well prepared. And we've got you as our good luck charm.,positive
FE9,18-CrimeaMarches,Elincia,"Thank you for that, but...Do be careful, my lord Ike.",negative
FE9,18-CrimeaMarches,Ike,"Hey, don't worry! This may be our first battle as an official army, but we've fought Daein many times. We're going to win. After all, I can't lose my very first battle as a snooty noble, now can I?",positive
FE9,18-CrimeaMarches,Elincia,"I believe in you, and I know that you will be victorious. Come back safe.",positive
FE9,18-CrimeaMarches,Kayachey,It appears the Crimean army has arrived. It's time to put our plan into action.,neutral
FE9,18-CrimeaMarches,Naesala,"The main body of the Kilvas army will wait atop the western summit. A small unit will remain here and cooperate with you. This is correct, is it not?",neutral
FE9,18-CrimeaMarches,Kayachey,"Mm, it is.",neutral
FE9,18-CrimeaMarches,Daein Soldier,What could His Majesty be thinking? Why does Daein ally herself with some backwater sub-human nation?,negative
FE9,18-CrimeaMarches,Kayachey,...I don't know. There's no way we can expect to understand the supreme thoughts of the king. All we can do is perform the tasks set before us by His Highness. That is everything.,neutral
FE9,18-CrimeaMarches,Daein Soldier,"Yes, of course!",neutral
