game|chapter|speaker|text|tag
FE16Paralogues|P21-TheSilverMaiden|Dimitri|Thank you. you may leave now.|
FE16Paralogues|P21-TheSilverMaiden|Byleth|Did something happen?|
FE16Paralogues|P21-TheSilverMaiden|Byleth|Was the report worrying?|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|Not really... There is just a problem I must now clean up. Do you know of Arianrhod? It is a fortress that also goes by the name of the Silver Maiden.|
FE16Paralogues|P21-TheSilverMaiden|Byleth|I've heard of it.|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|Yes, I had thought I might have mentioned it before. It is a fortress city that is lauded as the strongest in the Kingdom.|
FE16Paralogues|P21-TheSilverMaiden|Byleth|This is the first I'm hearing of it.|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|Is that so? Arianrhod is a fortress city, lauded as the strongest in the Kingdom.|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|The land around Arianrhod was once entrusted to Count Rowe... When he turned to the Empire, the Silver Maiden went with him. Now, one after another the lords of each region are leaving the Empire at the call of the eastern lords... But I am sure the Empire has no plans to relinquish the Fortress City, given its strategic position on the front lines of their war with the Kingdom. Unless we can take back Arianrhod, the Kingdom will continually be attacked at its weakest points. I was thinking that we need to deal with it soon, and that we need to investigate the status of the enemy's force, but...|
FE16Paralogues|P21-TheSilverMaiden|Byleth|Is there a problem?|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|I am afraid so. We confirmed that troops departed the Imperial capital, headed for Arianrhod. If they are followed by a second and third batch of reinforcements, then the difficulty of taking back Arianrhod will increase exponentially. But, that does not mean we are entirely without recourse. I am just at a loss as to when the soldiers will arrive.|
FE16Paralogues|P21-TheSilverMaiden|Byleth|Let's go.|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|Right away? You never cease to amaze. Your answers always bring me joy. OK. Let's gather everyone immediately. We'll begin the war council for the departing troops.|
FE16Paralogues|P21-TheSilverMaiden|Byleth|Not yet.|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|Indeed, I realized that was out of the blue. You have your own worries. Please accept my apologies. Though I do hope to deal with this sooner than later... If possible, I would like to ask you to take the lead. Speak with me again if you change your mind.|
FE16Paralogues|P21-TheSilverMaiden|Hubert|It seems we are just in time. Any later, and Arianrhod may have been lost. Her Majesty was right to send me here.|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|Hubert. So, you have come here in command of extra troops from the Imperial capital... I had hoped to take the fort while it was poorly defended, but now... Well, there is nothing to be done. We must defeat him and then take Arianrhod.|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|If I remember correctly, there should be devices somewhere that let you deactivate the traps. However... Arianrhod has been in Imperial hands for a while now. They may have changed how things work. But there's no point in dawdling. Let's just make a point to disable any devices we come across.|
FE16Paralogues|P21-TheSilverMaiden|Hanneman|So what if they disable some old contraptions? It's no loss to us. The city's defenses are under my exclusive control.|
FE16Paralogues|P21-TheSilverMaiden|Imperial General|No luck, buddy. All the city's defenses are under my control!|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|So, the system has been modified. The person operating the traps must be elsewhere...|
FE16Paralogues|P21-TheSilverMaiden|Dimitri|Surprise reinforcements... We must defeat them.|
