id|game|chapter|speaker|text|tag
4764|FE15|04-LandOfSorrowCelica|Saint|The Sage’s Hamlet? Yes, I’ve heard of it. It’s said to be hidden away at the heart of the Lost Treescape, past the fortress built at the woods’ edge by Jedah of the Duma Faithful. One of his men guards the path there— a loathsome creature called Dolth.|
4765|FE15|04-LandOfSorrowCelica|Priestess|The sage Halcyon was once a high priest of Duma himself, but he was driven out by Jedah. Jedah was always jealous of the loyal followers who flocked to Halcyon, so he worked diligently to seal him away from the outside world.|
4766|FE15|04-LandOfSorrowCelica|Flustered Cleric|Oh, I’ve really gone and done it now... Here I am, entrusted with the silver platter, and I drop it in the waterway! That platter is one of Mila’s most cherished artifacts. I can’t go back without it—she’ll be furious! She might even...smite me. But how do I begin to...?|
4767|FE15|04-LandOfSorrowCelica|Flustered Cleric|Oh, what a relief! I was sure there was some major smiting on the way... Here, this is for your troubles. Please accept it! I insist!|
4768|FE15|04-LandOfSorrowCelica|Flustered Cleric|If you do happen to see the silver platter, please let me know.|
4769|FE15|04-LandOfSorrowCelica|Flustered Cleric|That’s Mila’s silver platter! The one I dropped in the waterway! Please, that platter is a ritual artifact much beloved by the Earth Mother. May I please have it back? I beg it of you!|
4770|FE15|04-LandOfSorrowCelica|Flustered Cleric|No! You must reconsider!|
4771|FE15|04-LandOfSorrowCelica|Flustered Cleric|Mila’s silver platter lies at the water’s bottom! Oh, what to do, what to do...|
4772|FE15|04-LandOfSorrowCelica|Bewildered Woman|I made the pilgrimage here in search of medicine to treat my ailing daughter. But with the temple in this state, it seems my long trip was in vain. I’ve waited days for an audience with Mila, but still haven’t been granted one. All I need is a medicinal syrup made of mana herbs. If I had that, I could likely cure my daughter the theraputic way. And if Mila won’t intercede, finding that syrup may be my only hope.|
4773|FE15|04-LandOfSorrowCelica|Bewildered Woman|When I think of my daughter writhing in pain while I waste time here... I must find some way to get the medicinal syrup. I must!|
4774|FE15|04-LandOfSorrowCelica|Bewildered Woman|Is this...a medicinal syrup? And one made from mana herbs?! Oh, thank you! Thank you! My daughter will live! Oh, I can’t begin to express my relief... Please, let me repay you. This is all I have, but you must take it.|
4775|FE15|04-LandOfSorrowCelica|Bewildered Woman|No, I understand. It must be more valuable than a mere child’s life...|
4776|FE15|04-LandOfSorrowCelica|Nomah|Ah, Celica! I’m glad to see you safe, child.|
4777|FE15|04-LandOfSorrowCelica|Celica|Nomah? What in the world are you doing here?|
4778|FE15|04-LandOfSorrowCelica|Nomah|Not to put too fine a point on it, but I was worried about you. I followed you as far as this temple, but this place is just so LARGE! I’m embarrassed to say I got a bit lost, little one. Heh heh heh!|
