game|chapter|speaker|text|tag
FE10|4:11-Rebirth1|Ike|That must be...|
FE10|4:11-Rebirth1|Titania|...the Tower of Guidance. It's so bright I can hardly bear to look at it! What's happening in there?|
FE10|4:11-Rebirth1|Soren|Let's hurry, Ike. I can't imagine that the glowing is a good omen. We're running out of time.|
FE10|4:11-Rebirth1|Ike|The city gate is shut. I guess we'll have to force it to get to the tower--|
FE10|4:11-Rebirth1|???|Ahh! You guys made it!|
FE10|4:11-Rebirth1|Ike|Skrimir! I didn't realize your group had already arrived.|
FE10|4:11-Rebirth1|Skrimir|Yes, we've been here for quite some time. I've been itching to go inside and see what the bad guys have waiting for us.|
FE10|4:11-Rebirth1|Sanaki|Skrimir listened to reason, however, and agreed to wait here with us. We know nothing about the numbers or strength of the enemy.|
FE10|4:11-Rebirth1|Micaiah|It seemed safest to wait here for the rest of you to show up. We pitched tents outside the gate.|
FE10|4:11-Rebirth1|Ike|Hello, Micaiah. Any word from Yune?|
FE10|4:11-Rebirth1|Micaiah|She came back to me a number of times during our trip. But nothing for the past few days...|
FE10|4:11-Rebirth1|Ike|I see... Do we know where Tibarn and Elincia's group is?|
FE10|4:11-Rebirth1|Skrimir|No word yet, no. Ike, it's a waste for us to just sit around waiting. Why don't you and I have a look inside?|
FE10|4:11-Rebirth1|Skrimir|Wait! What's happening?|
FE10|4:11-Rebirth1|Naesala|Get ready for an attack, people!|
FE10|4:11-Rebirth1|Ike|Caineghis? What are you doing here?|
FE10|4:11-Rebirth1|Caineghis|In an occurrence I'm told is increasingly common, we heard a voice in our dreams and followed it here.|
FE10|4:11-Rebirth1|Ike|And Lord Tibarn! I should have guessed your group would beat everyone here.|
FE10|4:11-Rebirth1|Tibarn|We joined up with King Caineghis and mopped up the Disciples of Order around the capital.|
FE10|4:11-Rebirth1|Elincia|The only people left within the city are the ones who have been petrified.|
FE10|4:11-Rebirth1|Yune|Good! I like air-breathers with initiative!|
FE10|4:11-Rebirth1|Ike|Yune! Here to give us our next instructions?|
FE10|4:11-Rebirth1|Yune|Yes, good guess! Everyone, gather around. You'll all need to hear this.|
FE10|4:11-Rebirth1|Yune|Good job, everyone! All three teams got here, and a little faster than I thought you would. While you were traveling, I went around recruiting more help, including King Caineghis here. Unfortunately, it looks like Ashera had the same idea. By the time I made my way to Goldoa, there was no one there.|
FE10|4:11-Rebirth1|Kurthnaga|Wh-what do you mean? Where were they?|
FE10|4:11-Rebirth1|Tibarn|If you're saying what I think you're saying, then we could have a very big problem. Lots of very big problems.|
FE10|4:11-Rebirth1|Yune|I don't know for sure, Tibarn. There aren't a whole lot of dragons altogether, but... It looks like every one of them joined Ashera.|
FE10|4:11-Rebirth1|Kurthnaga|How...how could this be?|
FE10|4:11-Rebirth1|Yune|I haven't seen them anywhere else on Tellius, so they must already be inside the tower. Let's camp for the night before walking into Ashera's own home.|
FE10|4:11-Rebirth1|Stefan|...What can I do for you, Goddess Yune?|
FE10|4:11-Rebirth1|Yune|You're very strange. What are you?|
FE10|4:11-Rebirth1|Stefan|That's a strange question, especially coming from you. Didn't you create all of us?|
FE10|4:11-Rebirth1|Yune|I didn't create anything. Not laguz nor beorc. But I know what they are, because I've watched them change and grow over time. You... You're not something I've seen before.|
FE10|4:11-Rebirth1|Stefan|I'm the same as the girl you dwell inside.|
FE10|4:11-Rebirth1|Yune|Ohhh... I thought Micaiah was the only one. She could hear my voice and sing the galdr of release. But I learned that others existed. There's that boy who's always with Ike. Or the little girl who stays by the queen of Crimea.|
FE10|4:11-Rebirth1|Stefan|There are several in my village, as well. They are my comrades. We all live under the safe fate...and carry the same curse in our blood.|
FE10|4:11-Rebirth1|Yune|When you say these words, what do they mean? Why are you cursed?|
FE10|4:11-Rebirth1|Stefan|It means that we carry the blood of both beorc and laguz. Beorc call us Branded, and laguz call us Parentless.|
FE10|4:11-Rebirth1|Yune|Does that mean your parents are beorc and laguz?|
FE10|4:11-Rebirth1|Stefan|Not always. It means that laguz and beorc mixed blood somewhere along the line. Beorc and laguz rarely associate in that way. For them to conceive a child together is an even rarer event. What's strange is that the child bears no laguz characteristics. It's just a normal beorc infant. However, the laguz blood lies asleep, waiting, in the child's veins.|
FE10|4:11-Rebirth1|Yune|Oh...|
