game|chapter|speaker|text|tag
FE9|18-CrimeaMarches|Sanaki|You have done excellent work, Ike. Thanks to you, the wound that has scarred Begnion for many long years can finally begin to heal. As promised, Begnion now offers its support to Crimea's restoration. However, Prime Minister Sephiran has yet to return, which limits the reinforcements I can provide. Be that as it may, what troops I can spare await your command. Use them as you see fit.|
FE9|18-CrimeaMarches|Ike|I understand. Thank you. That's good news, isn't it, Princess Elincia?|
FE9|18-CrimeaMarches|Elincia|Yes. Yes it is.|
FE9|18-CrimeaMarches|Sanaki|This has taught me a valuable lesson...Our land needs the laguz. I also believe that beorc and laguz need each other to survive. The previous apostle, my grandmother, was desirous of such a world, as were my own parents. Princess Elincia, your father, King Ramon of Crimea, was a true pioneer in the area of beorc-laguz relations. In the very near future, I will give the imperial senate a few...suggestions on achieving a fully integrated society. I doubt the road will be easily traveled, but I can no longer turn a blind eye to these issues. Princess Elincia, you must rebuild Crimea. If you are sucessful, we will join forces and change the world.|
FE9|18-CrimeaMarches|Elincia|Empress Sanaki, your vision surpasses even my own... My father would be so pleased to hear your words.|
FE9|18-CrimeaMarches|Ike|Looks like you're through with me. I'll wait outside until you're finished talking.|
FE9|18-CrimeaMarches|Sanaki|Hold! I am most definitely NOT through with you.|
FE9|18-CrimeaMarches|Ike|Huh? What did I do now?|
FE9|18-CrimeaMarches|Sanaki|You're as impudent and impatient as ever. Heed me, Ike. If you are to help lead the Crimean Liberation Army, you must be given a more appropriate title.|
FE9|18-CrimeaMarches|Ike|If you're talking about making me a noble, I'll decline, thanks. That's not my kind of thing.|
FE9|18-CrimeaMarches|Sanaki|You are not in a position to refuse. Giving some nameless mercenary control of Begnion's troops would be...problematic. And more importantly, it would affect the troops. You will resign yourself to this and receive peerage from Princess Elincia.|
FE9|18-CrimeaMarches|Ike|What? No, wait! This is absurd...Blast! Of all the foolish...|
FE9|18-CrimeaMarches|Elincia|I'm...sorry about this. If you're absolutely opposed to it, I won't force you.|
FE9|18-CrimeaMarches|Ike|No, I have to do what's necessary. What am I supposed to do now?  Put on a funny hat or something?|
FE9|18-CrimeaMarches|Elincia|Um, will you...lend me your sword? Thank you. Now, may I ask you...to kneel before me?|
FE9|18-CrimeaMarches|Elincia|Th-thank you. All right... Let me begin. In the name of House Crimea, I hereby grant you the title and rank of lord and all the honors it conveys. Rise, Lord Ike.|
FE9|18-CrimeaMarches|Elincia|It is done.|
FE9|18-CrimeaMarches|Ike|What an odd feeling.|
FE9|18-CrimeaMarches|Sanaki|Aha! Your new rank suits you.|
FE9|18-CrimeaMarches|Sigrun|I completely agree.|
FE9|18-CrimeaMarches|Elincia|Yes, it truly does...|
FE9|18-CrimeaMarches|Ike|Hmm... I suppose. Not that it matters to me.|
FE9|18-CrimeaMarches|Ashnard|So they've left Begnion, have they?|
FE9|18-CrimeaMarches|Black Knight|According to our spy, they march with a regiment of Begnion's army. They plan to take a land route through Daein and then into Crimea.|
FE9|18-CrimeaMarches|Ashnard|Hah! They plan to cut across Daein? With nothing more than a single regiment at whose core is a tattered band of ragtag mercenaries? Gawain's son leads this rabble, yes? How does he stand up to his father's legacy?|
FE9|18-CrimeaMarches|Black Knight|He doesn't. He's just a boy, not yet worthy of his father's name.|
FE9|18-CrimeaMarches|Ashnard|Hmph. Disappointing.|
FE9|18-CrimeaMarches|Black Knight|Though his skill with the blade is rough, there is something...uncanny about him. People seem drawn to him. And not just Begnion's apostle, either. He's also gained the trust of the Serenes survivors...and of King Phoenicis as well.|
FE9|18-CrimeaMarches|Ashnard|The herons are alive?|
FE9|18-CrimeaMarches|Black Knight|It appears that two members of the royal family survived.|
FE9|18-CrimeaMarches|Ashnard|Heh heh... Look how nicely the table's been set for us. Bring one of them to me... I care not which one. And I want the medallion as well.|
FE9|18-CrimeaMarches|Black Knight|...As you wish.|
FE9|18-CrimeaMarches|Ike|Once we cross that great wall, we'll be in Daein. Look there, atop that building!...Daein wyvern riders on patrol. They won't be happy to see us.|
FE9|18-CrimeaMarches|Tanith|Tell me, General Ike, have you faced wyvern riders in combat?|
