word,occurrence
100,1.4567970310075396e-08
12th,7.0301772939274085e-06
14,2.001138366267696e-06
15,2.766050719374413e-10
20000,4.528398395109434e-07
26th,3.0619396920883445e-06
600,1.101083733912045e-09
776,1.6312305911014846e-06
777,2.0073727523595154e-06
8th,9.323245203631812e-06
a,1.1291146165604004e-07
aaargh,5.171945656456955e-07
aah,8.16204542388732e-06
abandon,3.4657247488212307e-06
abandoned,9.015298758185964e-07
abandonin,6.451638528970348e-10
abducting,4.188398952109651e-09
abide,1.5816245273470033e-08
abilities,5.171945656456955e-07
able,6.390522375165908e-11
abounds,1.40513565497713e-06
about,1.496692764249019e-06
above,1.2205685379740317e-06
absence,3.3574017862747494e-07
absent,1.3929469936613258e-07
absolutely,2.010445359701407e-07
absurd,3.5623287892860854e-08
abundance,7.224294540719711e-07
abuses,6.123487652776038e-09
academy,3.722351984833949e-06
accept,6.505940098122664e-07
accepted,5.006175734934004e-07
accepting,3.189918493262667e-07
accompany,3.3664627665075384e-07
accompanying,3.16858896951544e-07
accomplish,9.334881121425554e-09
accomplished,1.7131957383753616e-06
according,1.8844234716652866e-07
accounts,9.569424319124665e-06
accurate,1.1800532547567855e-07
accustomed,2.318487918273604e-06
achieve,1.3906244305417203e-06
achieved,0.0
acquainted,3.336845929879928e-07
acrobatics,2.102613430565725e-07
across,1.0791949557642511e-06
act,3.551740466178898e-09
acting,1.0540130340075395e-07
action,4.381230652938939e-08
acts,1.4871142369088376e-07
actual,0.0
actually,2.6424326587948244e-10
add,1.5133383769239116e-07
address,5.561001244132058e-06
adjutant,6.304594057837676e-07
adjutants,5.8933474704758743e-08
admirable,2.311844434643717e-06
admire,5.2171064339745496e-08
admirers,1.2979217035535838e-06
admit,5.171945656456955e-07
admittedly,2.641145156303537e-06
adult,3.7173771843868053e-07
adults,2.8585232278999228e-08
advance,2.1738495604495255e-07
advanced,1.836829955692565e-08
advancing,5.561001244132058e-06
advantage,3.7530506961758194e-07
advantageous,9.65821836871328e-07
adversary,0.0
advice,3.300282179452552e-07
advise,8.100706374136734e-08
advising,3.4657247488212307e-06
advisor,5.208777171361589e-08
advisors,4.1455280779700844e-06
aed,7.0301772939274085e-06
aerial,6.174340769575792e-06
afar,1.301421643802314e-06
affairs,0.0
afford,1.7131957383753616e-06
afore,5.801364000035392e-07
afraid,2.7472696274344343e-06
after,0.0
afternoon,4.598769976382755e-07
afterward,3.672802225546112e-11
again,1.1269705271388377e-06
against,4.280816781943031e-08
age,4.296808793924356e-07
aged,1.680924046013388e-05
agh,2.2894083631399557e-05
ago,6.546533461460058e-07
agree,4.64445446937134e-07
agreed,8.546793495156635e-11
agreeing,1.3906244305417203e-06
agreement,7.609076465087128e-07
agrees,3.7530506961758194e-07
ah,4.019689296974604e-09
ahahaha,5.979042566650605e-07
ahead,3.231580851595361e-09
ahem,3.437718449461613e-08
aid,5.625693177080393e-07
aida,1.0981562861833716e-09
aint,6.080900405436297e-08
aintcha,1.4192273201096839e-09
air,3.0205855594545025e-11
aizenau,0.0
alas,6.987689325796964e-06
albeit,2.057820483969408e-06
aleck,5.208777171361589e-08
alert,6.393010392002907e-07
alerting,7.729852518423285e-07
alfan,2.1031894781309287e-10
alike,0.0
alive,2.4175238431956004e-09
all,1.3906244305417203e-06
allegiance,6.172405043614049e-07
alliance,3.141177546694963e-07
allies,1.182760965093621e-05
allow,7.055318994389381e-05
allowed,8.217033309847466e-06
allows,3.093746081503923e-06
allright,2.1988040845855043e-08
ally,1.1291146165604004e-07
almost,0.0
alone,2.920816613993793e-07
along,9.328841827027644e-07
alongside,6.743775264794749e-07
already,1.1046421388982708e-06
also,3.800110727070205e-07
alster,5.654657690001841e-07
altar,1.3517131878870711e-06
altars,1.0142869894025354e-06
altena,8.98409013672108e-08
alternative,5.989468436382595e-06
although,1.5640519501758376e-08
altogether,2.7198974919429017e-07
alva,0.0
always,5.561001244132058e-06
am,1.374298391283446e-06
amalda,1.4488504979093264e-10
amass,4.64445446937134e-07
amassed,1.0182183339535468e-10
amazed,9.33725024196974e-07
amazes,1.7984659024250506e-07
ambitions,0.0
ambush,2.8585232278999228e-08
ambushed,6.029164073879656e-06
amiss,7.825987549949787e-06
amnesia,1.2230092875142874e-06
among,1.0182183339535468e-10
amongst,3.141177546694963e-07
ample,1.4871142369088376e-07
amusing,1.0738700780166254e-06
an,7.187839298694598e-07
ancient,2.6424326587948244e-10
and,1.7769924875210564e-06
anew,1.850136536631908e-06
angles,1.3017376277275616e-05
angry,9.27537819279678e-07
anguish,3.837675744762237e-06
animal,2.7198974919429017e-07
another,1.511854038938054e-07
answer,2.555528777747895e-07
answered,5.006175734934004e-07
answers,7.680376404550771e-07
anticipate,1.301421643802314e-06
anticipated,6.9205935778882125e-06
antidote,1.3200223565945634e-06
antsy,1.0654973391588384e-07
any,2.7188876310901832e-06
anybody,6.712206404699828e-06
anyhow,1.939660749030736e-06
anymore,3.551740466178898e-09
anyone,3.0619396920883445e-06
anyones,3.255686418924597e-05
anythin,1.171617321915619e-07
anything,0.0
anyway,3.363721506843831e-07
anywhere,3.756281659050842e-09
apart,1.0526820892664546e-06
apologies,0.0
apologize,8.680573682795512e-07
apology,4.366399220998573e-06
appeal,0.0
appear,1.5004188789191632e-08
appeared,9.861452691245499e-10
appears,2.555528777747895e-07
appointed,2.789873129849241e-08
appreciate,1.613700387679273e-05
apprentice,2.160003061817406e-06
approached,9.16164526643115e-08
approaching,1.673820603187437e-07
archbishop,4.764843601151369e-05
arduous,1.0981562861833716e-09
are,3.691863848871435e-06
area,3.88642718007759e-06
arena,1.1944014715936643e-06
arent,3.7530506961758194e-07
argggh,5.298707785039714e-11
argh,7.055318994389381e-05
argue,6.362859866726467e-07
arguing,1.6981544106897673e-07
argument,0.0
arion,1.6559675568572632e-08
arions,6.486489485268976e-07
aristocrat,7.337574766097532e-07
