word	occurrence
worst	2.025770472755539e-05
location	6.436919487896375e-05
ran	3.967078217101516e-05
washed	1.1876070748257917e-05
sword	1.2332358082858263e-05
scared	8.066544723988046e-06
cant	1.427973819545514e-06
navarre	2.500146414619042e-09
now	0.0004790210403734818
her	0.0014709367707837373
soldiers	2.97071055683773e-05
steadfast	1.288645655677101e-06
awakened	3.1986369504011236e-06
lance	1.7687137460598024e-06
field	0.00018984254682436586
where	0.0005988668883219362
though	0.00019792150415014474
fanes	1.7911991996300004e-08
matters	6.050193187547848e-05
boldly	2.4338373918908475e-06
faraway	7.92314294812968e-07
controlled	5.509977170731872e-05
gets	3.0067038496781607e-05
held	0.0001847060097497888
test	0.00016279761388432234
malledusin	
gladly	2.338500073619798e-06
gallantly	3.791314858858641e-07
against	0.0003537487686844543
maybe	3.173523540681345e-05
soldier	1.3342975526029477e-05
wield	1.0254084247662832e-06
curse	5.123231940160622e-06
purpose	0.000134581388119841
alliance	1.0978779082506662e-05
minervas	5.7830737490438546e-11
visited	2.1748656472482253e-05
sister	3.5352706945559475e-05
ambition	5.766512058471562e-06
does	0.00041603382444009183
avoid	6.044205365469679e-05
secret	3.0669159750686957e-05
wounded	1.2063494405083474e-05
including	0.00026868501241551713
scum	7.256543375433466e-07
fund	4.543391907645855e-05
match	2.4292260968650224e-05
mages	1.9700275554868086e-07
alone	9.382605596329085e-05
pass	5.3576715363305996e-05
simply	0.00010301194866769947
was	0.004636183204129338
reaches	1.571074073581258e-05
treasure	5.912697733947425e-06
soi	2.514675691145385e-07
taken	0.00021237075299723073
target	5.0630075347726235e-05
right	0.000381130559835583
someone	7.654888016986661e-05
darkness	1.806509915695642e-05
nnot	1.3198920960633132e-08
costs	0.00015420322088175454
befallen	4.653916977304107e-07
tome	5.2141707442388e-07
later	0.00021434569382108748
nightmare	3.952987713091716e-06
world	0.00032828798866830767
hardfought	1.4499944960277844e-08
become	0.00021120282995980234
ruffians	2.5842316460966684e-07
somewhere	1.972056301383418e-05
violence	4.232884977682261e-05
anybody	1.1652972407318885e-05
given	0.0003256359451916069
forward	7.620026350195986e-05
fall	7.69896261044778e-05
wishes	1.8121210341632832e-05
serving	2.928360361693194e-05
arrival	1.9784814285230822e-05
happened	5.7167884369846435e-05
both	0.0005088654934661463
orders	4.9366859675501475e-05
clicking	2.912393102860733e-06
important	0.0003182181139709428
stands	3.018518171302276e-05
give	0.00021615382458548994
younger	2.7535953086044175e-05
warrior	4.943029057358217e-06
critical	8.335716804140247e-05
saw	0.00012421967476257124
us	0.00040867524046916514
birthplace	1.4049080596123532e-06
really	0.0001415230895509012
archers	6.871613993553183e-07
grr	7.387094296262831e-09
alls	1.2748668325457403e-07
can	0.0016292726970277727
coward	1.3902249406783085e-06
lightning	6.251643389987293e-06
equipment	0.00012502050783950837
remarkable	2.0050626662850846e-05
lena	5.873324155913906e-08
leaving	4.574860606226139e-05
say	0.00025649430084740744
searched	6.744055835952167e-06
seems	0.00012008981095277704
inside	7.692563398450148e-05
manakete	
humble	6.120884554547956e-06
ageless	2.3998129904612143e-07
rid	9.388995540575706e-06
castles	1.5252921571118349e-06
grust	7.354250743107916e-10
consequences	4.0322795466636305e-05
pirates	1.939364774443675e-06
interlopers	1.6066035030348757e-07
focus	7.21400964903296e-05
aurelis	4.511526791040055e-11
follow	8.091517622233369e-05
things	0.0001963791614980437
homeland	4.529718162302743e-06
retreat	8.496544987792731e-06
justice	4.699461002019234e-05
fault	2.5685291620902718e-05
conceal	4.192706624053244e-06
devil	8.25741000880953e-06
shes	9.58696006136961e-08
kingdom	1.5147092490224168e-05
years	0.0005703521659597754
captured	1.572454046254279e-05
somehow	1.7811879097280325e-05
access	0.00010142430044652429
enemies	1.4332659975480056e-05
fallen	1.82298711661133e-05
about	0.0010533316479995848
captain	1.1854628655783018e-05
live	9.801881184102967e-05
watch	3.354360451339744e-05
hero	1.3639192238770193e-05
find	0.00022511198796564712
blot	1.6384209379793902e-06
wendell	4.8483672165922085e-09
didnt	0.00037891627580393105
people	0.0005629571637837216
brought	0.00011787170646130108
foolish	6.2698404963157375e-06
temple	1.6374063161492813e-05
pillar	3.425106442591641e-06
sable	4.829588107213567e-07
who	0.0011247452197130769
lookin	5.668381996315474e-07
nice	2.4987148008221994e-05
feelings	3.737277031177655e-05
better	0.00019783525174716488
danger	3.1980172389012294e-05
foretold	7.127926699013187e-07
allegiance	4.05414238684898e-06
arms	6.432835711166263e-05
road	7.364919198153074e-05
stones	1.4552698521583807e-05
port	2.7778536605183035e-05
ease	1.811294576327782e-05
mountain	2.3705485291429794e-05
order	0.0003703840629896149
not	0.004316081781871617
mercurius	4.831148117112605e-09
disappeared	1.545105486002285e-05
psst	9.207060100990815e-09
before	0.0004954768624156713
terrible	1.6004382996470667e-05
i	0.0001924963211058639
secure	2.9509551604860463e-05
had	0.0019318929477594793
borne	1.1189041815669043e-05
allowed	7.996372893103399e-05
convince	9.038133921421831e-06
suppose	2.479396673152223e-05
conquer	2.7354627491149587e-06
5000g	4.2725077253891184e-09
killed	4.150516459048958e-05
go	0.0002820052317110822
safety	7.589037726575043e-05
disgrace	2.4919632255659962e-06
xane	1.7068235157180477e-09
trying	7.865563049563206e-05
thanks	2.008930990996305e-05
his	0.0023193710716441275
battle	3.386242111446336e-05
history	0.0001672078316914849
eh	2.3334012485065615e-06
choice	7.474220634321682e-05
dolhrs	2.5101420636497453e-10
wielder	9.248276199969041e-08
clanking	2.4769105493760436e-07
bridge	2.7709070964192505e-05
last	0.0002641788445180282
happen	3.908198934368556e-05
scary	2.0805021355840835e-06
enjoy	2.7623475980362854e-05
far	0.0001996171474456787
feel	0.00012409055896569042
wish	5.7331505595357156e-05
man	0.00034405028593027966
unchain	1.9372071449197393e-08
deil	2.099434558644475e-08
10000g	1.4736067596721191e-09
shot	3.556230421963846e-05
passes	1.5711516243754887e-05
starlight	4.276510472323025e-07
tragedy	9.309365686931415e-06
strong	0.00011704145348630846
wouldnt	4.6078189939180445e-08
chaos	7.702613420406123e-06
chests	1.2498474541189354e-06
its	0.001158352717757225
dangers	9.033110163727543e-06
chief	4.582996101817116e-05
joined	3.479516577499453e-05
hand	0.0002472501221927814
power	0.00030011087481398137
whoknowswhere	3.345699328693996e-11
protect	4.925463435938582e-05
earn	1.1471449906821363e-05
aerie	4.574944668434e-08
full	0.0001955661637475714
kee	1.6894164019731762e-07
begin	6.175967020681128e-05
line	0.0002256602406851016
cruelty	3.712139268827741e-06
tales	8.19836619484704e-06
legend	7.63855004151992e-06
die	4.9270873423665764e-05
wyrmslayer	
consumes	1.500671467056236e-06
steal	5.218709266046062e-06
caught	3.686033385747578e-05
curate	5.986715075323445e-07
helpless	4.939616392221069e-06
stalk	2.3107906349650874e-06
tomorrow	1.8427682807669043e-05
take	0.0003384420392103493
lose	3.188844384567346e-05
met	7.8570519835921e-05
women	0.00024612459412310273
attention	0.0001116221353004221
number	0.00044710014713928104
villagers	5.037693763370044e-06
proceed	2.2872815243317746e-05
roger	9.028281141354454e-08
hammerne	
stole	3.7122573462511356e-06
youngsters	3.33189621414931e-06
atop	2.690570549930271e-06
desertion	1.1015562915872578e-06
others	0.00021171289670746774
hostage	1.9948433794070297e-06
destroy	1.682199737842893e-05
id	8.111697861750144e-06
question	0.0002068024006439373
pontifex	5.54916628558999e-08
dangerous	3.0083831297815778e-05
protects	4.9756104954212785e-06
stolen	8.563067995055462e-06
cautious	5.5311869800789285e-06
work	0.0005858189426362515
anywhere	1.7726794576446993e-05
away	0.0002070708716928493
guarding	2.1595031648757866e-06
famous	3.114496539637912e-05
proud	1.659400690186885e-05
raman	6.533598739366653e-08
hard	0.00011583838364458643
retake	3.5901808757898836e-07
allies	9.974181666621008e-06
blades	5.853697648490197e-06
joining	1.0338471056456911e-05
anri	1.6431209644007793e-08
fire	8.778157804044895e-05
league	5.828007820127823e-06
units	9.632807901652995e-05
free	0.00018053129635518418
fathers	1.0671405752873398e-05
homes	3.032790515135275e-05
easily	6.75261833384866e-05
save	3.6154069675831124e-05
easier	2.781807903375011e-05
girl	5.795677127025556e-05
wrath	3.83754543690884e-06
add	5.934228487603832e-05
saving	1.7907896544784308e-05
few	0.00025265247968491166
damn	7.935365101729985e-06
the	0.044745457619428636
time	0.0011101084924302995
grown	3.534764073265251e-05
hunters	4.92804312671069e-06
it	0.0036013493267819286
ash	9.332799390904255e-06
doubt	5.6519823338021525e-05
powerful	4.596606002451153e-05
peace	5.898967465327587e-05
best	0.0002015668447711505
haste	2.9119438045199784e-06
hes	2.135738927222519e-07
sea	6.884119087771979e-05
thieves	2.489743562819058e-06
oh	6.437878273573005e-06
prison	2.6211792974208947e-05
warren	2.96268696615698e-07
be	0.0047193569783121345
levin	1.9119925553923166e-08
path	4.8669843381503596e-05
would	0.0014178042439743877
payment	7.188729923655047e-05
buti	1.2324703160260242e-08
allow	8.620703440101351e-05
sure	0.00011151293074362911
innocents	4.017140705059319e-07
beforehand	2.5532419476803625e-06
hired	1.383403916406678e-05
rescue	1.0239540306429263e-05
allows	4.7954254696378485e-05
gratitude	7.198876010079402e-06
armor	3.694157448990154e-06
rebellion	6.958694848435698e-06
