word,occurrence
12,0.0002783005445962
4,0.0006676166941178
8,0.0003585585908149
a,1.021810124157696e-07
able,1.8497151304472938e-05
about,2.0786837154673779e-07
accidentally,3.39573507062596e-06
acted,1.7476684479333927e-05
actions,7.730146484391298e-05
advent,5.343580742191989e-06
affairs,3.812226193531387e-06
after,1.945069892826723e-05
again,4.4033099892704105e-09
agains,1.021810124157696e-07
against,1.5151137677094085e-06
age,0.0001763610477792
ago,3.862011095634443e-07
ah,7.838934790925122e-05
ahead,3.704690039739944e-05
ahh,5.0156133095669025e-08
aid,1.323313939565196e-06
aint,0.0004253545060055
al,0.0002641717427468
albein,0.0
alert,8.937168149714126e-06
alive,6.289483499131166e-06
all,4.406817197377677e-06
allies,8.499814566675922e-06
allow,8.424500100545629e-07
ally,1.4087210026270116e-08
alm,4.3052060370030174e-08
alms,1.027848662715769e-06
along,3.538149444466398e-06
already,1.4071379991946742e-05
alright,1.5151137677094085e-06
also,1.9833049773296807e-05
altar,6.8118902709102254e-06
always,2.1839451960659064e-06
am,3.716613124898904e-11
an,3.484057770037907e-05
and,7.160741361644795e-08
angel,2.4756576863183e-07
anthiese,0.0
anthiesef,0.0
any,5.058372255007271e-05
anything,5.4865525882519254e-08
apart,6.310422377282521e-06
apologies,1.320689456179025e-06
archanea,2.0786837154673779e-07
archers,2.5364906719005374e-06
are,1.4416213725780836e-05
areas,0.0002231128337734
arent,0.0
arise,2.546794610680081e-05
arm,4.62709882776835e-05
army,6.327689821773674e-05
around,5.7755821725180565e-09
arrived,2.3988895045476965e-05
arrogant,3.446561629971257e-05
as,1.3756295059010882e-05
ashore,3.077274209317693e-06
ask,0.0001366061509179
assembled,1.1724098858394429e-05
at,3.354283348926401e-06
attack,2.3913815198284284e-06
attacked,1.370098747429438e-05
attackin,4.579081620548209e-09
attacking,5.669796810252592e-06
attacks,4.531434504315257e-05
aura,3.6535943127091743e-06
avenge,3.266934283601586e-05
avoid,7.344679448578973e-05
avoided,1.634489897696767e-05
aw,9.919349759002216e-07
awaits,1.1969610602591274e-06
awakened,1.3258325577680807e-06
away,0.0001022121615824
awful,3.5577733206082483e-06
b,0.000293262390478
back,0.0
bad,6.158953556223423e-06
balance,7.405565767840017e-05
bandit,6.797162757266051e-07
bandits,2.557212073384108e-07
barbaric,8.942871284034481e-07
barren,3.123327319372038e-06
barth,7.558604071533636e-09
base,0.0001040398914483
basement,8.048052950471175e-06
bastard,3.354283348926401e-06
bastards,1.1102508102567298e-06
be,3.484057770037907e-05
bear,8.906926104828017e-06
beat,5.058372255007271e-05
beaten,6.798420545237605e-06
beauty,2.5318962907476817e-05
became,0.0001434685362619
because,1.5443055701780394e-06
become,5.760227377322736e-06
been,1.5443055701780394e-06
befell,4.697883770177214e-07
before,4.05108034829027e-05
beg,5.4865525882519254e-08
being,1.6807420597615418e-05
beings,2.1305624304659432e-05
besides,1.2733767725876532e-05
best,1.834036851505516e-05
betray,4.433581212651916e-05
better,3.266934283601586e-05
between,1.979171996936202e-05
beware,1.1157022242885838e-09
big,8.645478294056375e-05
birth,4.433581212651916e-05
birthmark,1.627981440321946e-07
bishop,2.40233647673449e-05
bit,1.9833049773296807e-05
blade,8.863803348504007e-05
bless,3.853126295325637e-06
blessings,3.655723526208021e-06
boeys,3.716613124898904e-11
born,7.755378089768783e-07
boss,9.432977876713266e-06
both,6.095687138440553e-05
bother,6.712883350701304e-06
bound,4.461358796106651e-05
boys,3.677296950627352e-05
brat,4.89954857698649e-07
brats,0.0001077094116044
break,6.797162757266051e-07
brigade,4.117222833883716e-06
bring,4.923061034389775e-08
brings,8.863803348504007e-05
bro,4.500850681665725e-07
brother,5.306060438670102e-06
brought,5.669796810252592e-06
but,1.7870083547677496e-06
by,3.4245816965494668e-06
call,2.490948872946319e-06
called,1.1751356032618788e-05
cam,1.745798988395109e-06
came,4.9417872745038956e-08
can,3.704690039739944e-05
cannot,5.78907734105627e-08
cant,1.7476684479333927e-05
cantor,2.0786837154673779e-07
cantors,5.7151021159995706e-08
captain,2.1305624304659432e-05
captured,6.977536731938016e-06
care,2.042638348939363e-05
careful,6.327689821773674e-05
carry,3.3410542027922928e-06
case,4.17397392382668e-08
castle,0.0
catria,9.90060272931803e-10
caught,0.0
cause,1.121983693792572e-05
causing,2.3988895045476965e-05
caution,9.637800485506886e-06
ce,3.6954954020984583e-06
celica,3.6905310654700146e-10
cell,0.0001154056750237
certainly,3.1238899464369754e-05
chance,3.1554504903397173e-06
charged,3.961316790082492e-05
charmed,1.16820493076375e-06
chase,4.336895572123467e-06
child,0.0002636100185918
children,3.484057770037907e-05
clair,7.160741361644795e-08
clarify,9.830467261053857e-06
clear,0.0001499884342774
climb,8.630109387013362e-06
clive,9.781971721523065e-09
close,5.7151021159995706e-08
closed,6.261418035137467e-05
closing,1.9833049773296807e-05
coexist,1.5443055701780394e-06
cold,5.825817272125278e-05
come,4.361946626119106e-09
comes,1.7753321777946862e-10
coming,8.014950915821828e-05
command,4.4607820782403e-05
companions,2.6190583184870775e-07
company,0.0001728318360983
complies,2.00032913198811e-06
comrades,6.234477492398582e-05
consideration,6.681119113636668e-05
consign,2.4756576863183e-07
continent,9.34039748244686e-06
contract,0.0001077094116044
control,4.461358796106651e-05
cool,2.1365489938034444e-05
correct,6.056147642084398e-05
could,0.0
couldnt,5.976780531824488e-08
counting,1.0748093882284592e-05
countrys,1.966258981411784e-08
coup,5.549962652366957e-06
courageously,4.932840130322802e-07
course,6.809566466472461e-06
cowardly,1.009236362961019e-06
crawling,2.404445206138917e-07
crest,4.743618519569281e-06
crime,4.496928064327221e-05
critter,1.5726046072472858e-07
crops,2.5289968707511434e-05
cross,8.992997391032986e-06
crown,1.165667657915037e-05
cruel,7.763698522467167e-06
crush,1.834036851505516e-05
cry,8.22335755401582e-08
cursed,3.1774649824001243e-06
cut,4.17397392382668e-08
cute,2.6200594697911584e-06
damn,2.4756576863183e-07
dark,1.3258325577680807e-06
day,2.4277073061966804e-05
dead,6.327689821773674e-05
dealt,1.8723068405961387e-05
death,1.1157022242885838e-09
decided,7.003830265603028e-05
dedicate,1.658509445405798e-05
deen,4.923061034389775e-08
deep,3.0086814058449817e-06
deeply,2.440989355818601e-05
defeat,7.05126079992624e-06
defeated,0.0001001241951598
defenses,6.566005722561385e-06
defiled,5.961365707207734e-07
definitely,1.4071379991946742e-05
defying,7.680622024963668e-07
delthea,0.0
demons,3.7974412248331648e-06
depend,3.0123841206659563e-05
desaix,0.0
desaixs,0.0
desert,1.2576883875681233e-07
destiny,3.0033053985789597e-06
destroyed,2.3398456796712708e-05
destroyer,1.4043603869140497e-06
devour,1.0448092984916e-06
devoured,1.2022078965401306e-06
diadem,2.431151796145059e-07
dice,1.928897854668321e-06
did,5.115042467878084e-06
didnt,1.9715313137602662e-09
die,6.327689821773674e-05
died,6.287384923780336e-05
dire,3.543253869793261e-06
disappeared,5.78907734105627e-08
disease,0.0001022121615824
disgraced,6.318502778412949e-07
dispatch,3.2983390792651334e-06
dispute,2.3544709692941977e-05
disturb,0.0
divided,4.367328139778692e-05
do,3.3410542027922928e-06
docked,6.994065239496194e-07
does,0.0001499884342774
doing,1.2206441861053465e-05
dolth,1.7811315720928088e-11
done,0.0
dont,6.327689821773674e-05
double,5.347133046598174e-05
down,7.05126079992624e-06
downed,9.400915206470016e-07
drag,1.0119087783095892e-05
dragons,4.08243516147877e-08
drain,8.992997391032986e-06
draining,2.490948872946319e-06
draw,7.680622024963668e-07
draws,2.6200594697911584e-06
drinkin,9.063578957579921e-08
driven,2.835028670233441e-05
duma,4.17397392382668e-08
dumas,9.686819737453332e-09
dun,4.183681915037596e-07
each,0.0005808665801305
earlier,0.0001059254126448
earth,0.0
ease,3.3410542027922928e-06
easily,0.0001022121615824
east,7.680622024963668e-07
eastern,2.593761309981346e-05
eats,2.3913815198284284e-06
eh,4.461358796106651e-05
eheh,6.024517255204254e-10
em,9.74667662376305e-06
emerged,2.042638348939363e-05
emerging,1.6680369735695422e-05
empires,1.7870083547677496e-06
end,0.0
ended,1.6680369735695422e-05
enemies,2.651601046181895e-06
enemy,6.261418035137467e-05
engage,2.279460182762705e-05
enough,1.088081524358131e-05
ensure,6.041219417966204e-05
entangling,1.6285785250147456e-07
entered,0.0
entire,8.738611344597303e-05
entrusted,1.088081524358131e-05
entrusting,3.0437515590620024e-07
erred,4.028089588246075e-06
escape,6.798420545237605e-06
escaped,2.8213946052346726e-06
escaping,3.0896140242475662e-06
est,3.446561629971257e-05
even,6.158953556223423e-06
events,8.863803348504007e-05
every,1.1505040911075073e-08
everyone,4.4033099892704105e-09
evil,6.272570490182261e-06
except,0.0001134914446447
executed,1.7845013608166483e-05
exist,5.867694293556269e-05
exists,4.324132256442681e-05
expect,9.637800485506886e-06
expected,2.0786837154673779e-07
failing,1.2774079295923004e-05
fairly,3.3124471410701514e-05
falchion,6.994065239496194e-07
fall,0.0001022121615824
families,6.943923246581107e-05
family,1.6508266142967187e-09
familys,1.1818238583316545e-08
far,1.2576883875681233e-07
fast,4.414694199113001e-06
fate,2.2773695916578073e-09
father,6.566005722561385e-06
fathers,2.064764106535222e-07
favor,5.4865525882519254e-08
fearful,4.667363564294646e-06
feast,5.525019923879882e-06
feel,0.0001728318360983
feelings,5.760227377322736e-06
fell,1.979171996936202e-05
few,1.088081524358131e-05
fiends,2.404445206138917e-07
fight,3.6954954020984583e-06
fighter,5.115042467878084e-06
fighting,7.320073593941601e-09
figured,8.866379957908065e-06
final,0.0001155247098358
finally,1.0448092984916e-06
find,5.350935953174485e-06
finish,1.7477376586612082e-05
fire,3.5577733206082483e-06
first,4.05108034829027e-05
flames,3.123327319372038e-06
fled,2.3114465730031952e-05
flee,0.0001763610477792
flew,9.461359722990891e-06
flood,1.853065961768152e-05
floodgate,5.4865525882519254e-08
floods,4.406817197377677e-06
focus,1.3192458368394e-05
foe,1.833505876902564e-07
foes,0.0001728318360983
follow,3.5577733206082483e-06
followed,0.0001001241951598
folly,2.846755337486684e-06
foolish,0.0001154056750237
fools,5.318450166669209e-07
for,3.3410542027922928e-06
force,6.234477492398582e-05
forces,4.494236643949989e-05
forcibly,2.1188510049796604e-06
foreign,0.000145257483382
forest,4.531434504315257e-05
forgive,2.0786837154673779e-07
formed,6.971330796659458e-05
fort,5.351682530090329e-06
fortify,5.318450166669209e-07
fought,8.41005169604614e-06
foul,3.946957899643167e-06
found,3.812226193531387e-06
frailer,3.999017547329232e-08
free,1.0448092984916e-06
friendship,1.4416213725780836e-05
from,5.5248380294870005e-06
fulfill,8.499814566675922e-06
full,2.042638348939363e-05
gargoyles,1.406954161353724e-07
gate,1.945069892826723e-05
gave,5.5248380294870005e-06
general,3.676584492495749e-06
get,7.320073593941601e-09
gets,2.6200594697911584e-06
geyses,0.0
gift,2.635197841300396e-05
girl,0.0002783005445962
girls,4.058407954289578e-05
give,3.3410542027922928e-06
gladly,0.0001728318360983
go,0.0
god,0.0001408110797638
goddess,5.350935953174485e-06
gods,1.3258325577680807e-06
goin,1.5913764264041674e-06
going,0.0002331612299894
gone,1.627981440321946e-07
gonna,6.614052499571699e-06
