word,occurrence
10,5.514857252819638e-06
10th,8.659346967760939e-06
12,2.760003263801991e-07
14,3.141567640341237e-07
15,3.2452567770846487e-08
200,1.2853627006509382e-10
24,0.0001512407357222
800,0.0
a,3.25644887055887e-08
aaaaaaaaall,0.0
aaaaaah,4.5539225675383936e-06
aaaaaall,9.530757183462412e-11
aaaaaargh,6.181339912147977e-11
aaaaah,1.0165390233396466e-06
aaaaiiieee,0.0
aaaaughhh,0.0
aaagh,3.28212790464022e-06
aaah,5.163706384792022e-07
aaaiiieeeeee,0.0
aaargh,5.417888623924228e-06
aaarrrrgh,3.1576860977100554e-08
aarrrgh,3.9015873865011486e-11
abandon,2.8741242094838525e-05
abandoned,1.1666652676467491e-06
abducted,3.228936017452e-09
abhorrent,4.312514585080862e-07
ability,3.2452567770846487e-08
ablaze,1.4989947146659689e-07
able,0.0
aboard,2.939444488925247e-09
about,5.026190015300358e-09
above,4.202083729587525e-11
absolutely,4.647607347862958e-09
absurd,1.516551501323793e-09
accent,5.41590515695134e-06
accept,6.09223359333555e-07
accepted,1.2877524713985622e-05
accident,6.022581969773455e-06
accompany,5.849546090530567e-07
accomplished,3.6533178945319377e-06
account,3.8398760907054626e-11
achieve,8.391411165931118e-09
achievements,1.5368197338716528e-07
ack,2.07091467018472e-06
acquaintance,0.0
acquaintances,9.703622481538332e-07
acquires,3.28212790464022e-06
acquiring,1.1750438304147792e-07
across,2.573842812125804e-06
act,1.2016185927166134e-07
acted,1.1107974874635662e-09
acting,4.335793400969123e-06
action,5.4287817832232576e-08
actions,3.783141698932013e-07
actor,1.8187168233652076e-08
actoractress,0.0
actors,0.0
actress,3.473275878604909e-06
actua,3.517031847088958e-08
actually,1.3074657417746491e-05
add,1.4393378150998615e-05
added,0.0
addition,1.9652311976869897e-07
additional,4.4003282995142e-09
address,0.0001512407357222
adept,8.948042975021054e-08
admire,0.0
admit,9.82548751388146e-11
adorable,4.125887917325599e-06
advance,1.813426891317249e-07
advancing,1.6550635427847738e-06
advantage,1.8495836817677968e-08
advantages,1.5386810062190116e-10
adventures,1.0966401839596074e-06
advise,3.067529468125941e-07
afar,1.8187168233652076e-08
affairs,0.0
affected,3.19677069746116e-10
afford,1.087675633471008e-07
afield,0.0
afraid,0.0
after,1.9405060897037532e-09
again,7.889799535405473e-06
against,3.517031847088958e-08
age,2.083020247027889e-06
agent,1.6183700540750575e-06
ages,2.760003263801991e-07
aggressor,1.1107974874635662e-09
agh,1.99246520082852e-07
ago,4.766189362271689e-05
agony,4.437509215904356e-07
agree,1.9870751020789614e-06
agreed,2.291246041750128e-06
agreement,0.0
agrees,0.0
ah,4.007834172625735e-07
aha,1.913092626182333e-06
ahead,1.8187168233652076e-08
ahem,3.9116598626876003e-10
ahh,3.991490870248527e-05
ahhhhhhhhh,3.4091846762285265e-10
aid,1.813426891317249e-07
ailments,1.4182489212544169e-06
aim,4.173619508662796e-08
aint,8.978836646633682e-08
air,5.1615225392376285e-11
akin,8.391411165931118e-09
alarming,2.876515977732197e-06
alas,2.291246041750128e-06
alchemy,7.962894500224138e-07
alike,7.233045308530084e-11
alive,9.1916562496408e-07
all,1.4393378150998615e-05
alla,5.857744611148519e-07
allegiance,4.202083729587525e-11
alliance,2.5322815471184866e-08
alliances,6.641463989875973e-11
allies,1.6183700540750575e-06
allow,4.863614115890868e-08
allowed,0.0
allowing,1.1666652676467491e-06
allows,2.335774560574544e-10
ally,3.936262675097169e-07
allying,9.374726196256234e-06
almost,5.109440314754466e-07
alone,3.25644887055887e-08
along,7.853345959318858e-08
alongside,2.786273564647779e-10
already,9.541260266587859e-10
alright,1.4182489212544169e-06
also,6.09223359333555e-07
altar,1.8495836817677968e-08
alter,1.475540682971399e-09
altercation,4.754176944743449e-07
altered,1.7719800762279192e-05
altering,4.521411592577351e-06
alternative,2.5545294715101364e-08
although,3.2452567770846487e-08
altogether,7.884508272582025e-07
always,6.641463989875973e-11
am,3.25644887055887e-08
amaze,8.915891303331591e-06
amazing,4.437509215904356e-07
ambition,1.3317406433088763e-06
amid,9.054338568148524e-07
amiss,2.253913682359609e-09
amnesia,2.643040299972199e-06
amnesiacs,8.391411165931118e-09
among,1.813426891317249e-07
amoung,3.2452567770846487e-08
amuse,2.293327570068726e-09
amused,3.4601153265612085e-06
amusing,9.931545974950496e-08
an,5.849546090530567e-07
ancestor,3.5850966042971774e-07
ancient,3.9239127136170284e-06
and,2.760003263801991e-07
anew,1.81541330903201e-06
ang,1.55928984639786e-06
anger,2.6043321611268765e-07
angry,4.863614115890868e-08
animal,5.849546090530567e-07
animals,1.1666652676467491e-06
anna,4.521411592577351e-06
annihilation,1.579147033226036e-06
another,9.308744637337441e-08
answer,4.313918890375136e-07
answered,0.0
answers,0.0
anticipation,2.253503933458134e-09
anxious,2.38264963758894e-09
any,5.849546090530567e-07
anymore,8.502069832161397e-08
anyone,4.437509215904356e-07
anythin,1.866414294643404e-10
anything,1.8627680810823224e-06
anyw,3.456952566427418e-09
anyway,0.0
anywhere,4.2657659543587907e-10
ap,2.8718056523757696e-06
apart,8.414171570620966e-06
apologies,6.022581969773455e-06
apologize,0.0
apologizing,1.5593563261973032e-07
apology,4.702558448199666e-10
apparently,5.6021922309468225e-11
appear,2.253913682359609e-09
appeared,6.09223359333555e-07
appearing,3.8149056216241216e-08
appears,0.0002942600610549
apply,2.573842812125804e-06
appointed,3.330473090368269e-10
appreciate,2.0176332341748093e-07
appreciated,3.250724630561308e-06
apprise,3.605481623480955e-07
approach,5.261699936864872e-11
approaches,4.2955617809425926e-08
appropriate,2.1261467372823973e-06
approve,5.224230781095685e-06
aptly,1.822360904952802e-06
arc,1.5820716371308662e-05
arch,1.975793795736536e-06
archer,1.41255605257129e-07
archers,1.068895897446964e-06
archest,1.5935768726826891e-09
are,1.655833922995953e-05
arena,1.8187168233652076e-08
arent,3.8149056216241216e-08
argent,1.7244921039605286e-07
argh,7.076277017858956e-07
argue,4.160498474448105e-07
argument,3.0191163614290416e-06
arise,9.686030534794557e-07
arm,6.022581969773455e-06
armed,4.070293525837432e-11
armies,4.313918890375136e-07
armor,2.56498265516214e-09
arms,5.022532839120686e-06
army,3.6533178945319377e-06
around,1.4120378892812368e-08
arouse,3.2452567770846487e-08
arrange,1.037593639239276e-06
arrival,1.0165390233396466e-06
arrive,8.414171570620966e-06
arrived,5.349961401179826e-07
arrives,0.0
arrogance,5.857744611148519e-07
arrogant,0.0
arrows,9.250433583929408e-07
arse,6.490335343301013e-07
art,5.287282522914438e-08
artifacts,1.463374826471409e-07
artifice,8.98440347327778e-07
arts,0.0
as,1.742630687658675e-05
ascertain,1.8211393261469143e-10
ash,1.189909050181015e-09
ashamed,8.391411165931118e-09
aside,3.8398760907054626e-11
ask,8.767436584093958e-06
asked,9.1916562496408e-07
asking,4.888146087012047e-08
asks,4.5334361491455875e-08
assassin,1.0871373615373158e-06
assassinate,5.803872722935921e-06
assassination,2.8627652625345946e-07
assassins,1.913092626182333e-06
assault,2.0492778567415823e-08
assemble,0.0
assembling,1.3246295056390522e-08
assess,4.977384458015877e-07
assets,4.2955617809425926e-08
assist,3.529690527415141e-08
assistance,1.1666652676467491e-06
assume,8.391411165931118e-09
assumed,1.2912189596647748e-07
assumption,1.9641351478583147e-09
assure,2.5322815471184866e-08
assured,0.0
astounds,4.173619508662796e-08
astute,3.4252175964866184e-06
asylum,1.576850920392836e-09
at,9.374726196256234e-06
athis,1.0544137527546128e-08
atone,1.99246520082852e-07
attack,4.4003282995142e-09
attacked,1.0957795012700445e-07
attacking,4.204854087674903e-07
attacks,3.06218614412046e-07
attempt,3.456952566427418e-09
attempted,3.202200548457768e-07
attempts,1.655833922995953e-05
attend,5.531031979644218e-11
attention,4.2955617809425926e-08
attitude,4.977384458015877e-07
attraction,3.8149056216241216e-08
auction,1.5037648904581146e-06
audacity,0.0
audience,1.4886140675685055e-09
augh,2.413822016933409e-06
aunt,5.59828583845956e-08
author,1.8187168233652076e-08
authority,1.5593563261973032e-07
avalanche,1.6183700540750575e-06
avatar,0.0
ave,1.576850920392836e-09
avenge,1.7494269229700877e-07
avenged,0.0
average,1.189909050181015e-09
aversa,2.293327570068726e-09
averted,2.8259845862521616e-07
avoid,0.0
aw,1.3246295056390522e-08
await,0.0
awaits,1.1445176156144045e-07
awake,8.915891303331591e-06
awaken,2.8114286544644873e-10
awakener,1.2341415924765896e-08
awakening,1.3269099170543086e-08
aware,2.3635240307129382e-08
away,2.573842812125804e-06
awful,1.9870751020789614e-06
awhile,0.0
awkward,1.029499658216082e-06
awoken,6.298154113437704e-07
aww,1.977652077584935e-06
awww,2.3148004288486845e-07
axe,1.1750438304147792e-07
axes,1.739423420303865e-06
aye,5.71489224832078e-09
azure,5.446077040005548e-07
b,5.1615225392376285e-11
ba,2.5322815471184866e-08
babble,4.506609201371248e-07
baby,8.257652862084797e-06
babys,7.152206413785223e-09
back,7.991925187525339e-05
backers,5.795206539005449e-07
backing,8.604076640494895e-07
backs,5.707722118586389e-07
backstabbing,4.2955617809425926e-08
backwater,0.0
bacon,2.907177279212192e-06
bad,0.0
badly,2.291246041750128e-06
bag,2.3745660837626303e-09
bah,3.202200548457768e-07
baha,1.0335368685332471e-08
bake,2.745051438068913e-07
balance,4.6075115029964314e-08
bald,1.9641351478583147e-09
band,1.9003255417260333e-07
bandit,8.055562590016052e-05
bandits,2.3765908858941474e-11
bands,1.330612400352038e-06
banner,1.432395597689151e-08
baptize,3.5850966042971774e-07
bar,3.0987118279313106e-07
barbarian,1.475540682971399e-09
barbarians,5.417888623924228e-06
barbarous,8.767436584093958e-06
barbecue,1.168561736335505e-06
bards,0.0
barely,1.866414294643404e-10
bargaining,2.0176332341748093e-07
barnyard,2.9167024365506225e-07
barricade,2.394709688360308e-06
barricades,9.093441371987864e-07
barrier,4.027990571087159e-09
barriers,5.587552237784621e-07
barring,1.0549381839197737e-08
base,1.330612400352038e-06
baseborn,8.767436584093958e-06
baseless,1.0872928569938269e-07
bashed,2.1806399445267745e-07
bashful,3.28212790464022e-06
basilio,5.372134542075413e-10
basilios,9.497451734785668e-11
battle,1.1919510569669001e-07
battlefield,0.0
battles,5.716191867577436e-07
bawk,2.939444488925247e-09
be,2.595392229522986e-06
beacon,1.2527583851351664e-06
beans,2.760003263801991e-07
bear,7.010071652047145e-09
beard,1.189909050181015e-09
bearer,3.8398760907054626e-11
bearing,1.977652077584935e-06
bears,4.1966782298175084e-08
beast,1.1666652676467491e-06
