word,occurrence
10000,1.1545249526534463e-06
200,6.753188426955603e-05
757,1.918354467989048e-06
760,2.716961161013387e-06
a,5.997756474243943e-05
aaaaall,2.8393295388451365e-10
aaaah,3.947703639539668e-09
aaaand,6.171528035836538e-10
aah,4.0401372416454255e-08
abandon,3.278297312135692e-05
abandoned,0.0001726713743119
abandoning,2.6529237993599963e-06
abbey,1.4330038663956655e-06
abduct,1.8742034370689e-07
abducted,9.433978851802748e-07
abduction,1.580783793997398e-06
abhorred,3.8691146983182987e-07
abide,3.376823769940529e-06
abilities,1.493808575947497e-08
ablaze,5.497658344211231e-07
able,6.730428299306368e-07
abomination,5.884691256596852e-07
abound,2.239214122710109e-06
about,5.994798830215586e-06
above,0.0002410466066794
abruptly,5.850180386914872e-06
absconded,1.9507379846572807e-07
absence,2.6620611279213336e-05
absent,2.026274400122929e-05
absolute,3.296020640846109e-05
absolutely,0.0001418881048448
absolve,5.264446423325353e-07
absorbed,1.352093893729034e-05
absurd,5.58103752155148e-06
abuse,3.565362290828489e-05
abused,5.80180169436062e-06
abuses,4.889935030405468e-06
abusing,1.2351895179563144e-06
academy,3.1023175724840255e-05
accept,1.234850607261251e-06
accepted,3.148881290826466e-07
accompany,9.55170207816991e-06
accompanying,1.2408334732754156e-05
accomplices,6.447377768381557e-07
accomplished,2.3123118953662925e-05
according,3.491636089165695e-06
account,0.0001486130720877
accursed,5.547557333329678e-07
accusing,1.8121354719369264e-06
ack,7.304044929696829e-06
acknowledge,1.323664797382662e-05
acquaint,1.0969345680678089e-06
acquainted,4.991696175848936e-10
across,7.298504260688788e-07
act,0.0
acted,0.0
actin,2.3864288266395305e-06
acting,6.97803336151992e-06
action,2.2887791445214134e-07
actions,7.171782399382209e-06
actively,1.5840225842111977e-05
acts,2.752668657990398e-07
actual,8.051209391851444e-05
actually,8.23553837108193e-07
adamant,1.26672610008427e-06
add,0.0
address,8.420459984336048e-05
addressed,3.532143935444765e-05
adequately,1.538960343168583e-05
adheres,9.115558009398228e-07
adjustments,1.4608735091314884e-05
administering,6.004415217830683e-06
administrators,1.1570568140086837e-05
admirable,3.201165081918589e-06
admired,5.782927573818597e-06
admiring,1.6922509155392618e-06
admit,4.4603502055906575e-06
adopted,6.233226835320238e-05
adorable,7.487136446115983e-07
adoration,9.695065182313555e-07
adored,1.3857007400019938e-06
adoring,4.67601435616416e-07
adulthood,3.7976018211338664e-06
adulty,2.480916325847682e-10
advanced,1.035641907947138e-06
advantage,2.9440215772169597e-10
advent,4.3393168537575457e-11
adventure,7.451757937815273e-06
advisable,4.335918038123054e-06
advise,9.724641731736483e-06
advisor,3.538673727234709e-06
advisors,2.7135224036101136e-06
advocate,8.579186560382369e-06
aed,3.8691891006692455e-08
affair,1.1144779637106697e-05
affairs,1.513126273493981e-05
afford,8.051209391851444e-05
afoul,4.0343284013033554e-07
afraid,2.9358747183350075e-10
after,2.8323306480615426e-07
aftermath,3.903106137386203e-06
afternoons,1.4819215925854223e-06
again,0.0
against,3.489222481221077e-06
age,1.4511860786114994e-06
agent,5.365725941373967e-05
ages,2.110569017531816e-05
ageve,0.0
aggression,1.0078344239445869e-05
aggressive,8.025638071558206e-06
aggressors,6.728672445888151e-07
ago,6.124289319586751e-07
agonies,4.473662340842566e-07
agonizing,9.453819416194164e-07
agony,3.6050902053830215e-06
agree,3.0794142048762295e-07
agreed,7.64477969823929e-06
agreement,0.000117438815796
agustria,0.0
agustrian,0.0
agustrians,0.0
agustrias,0.0
agusty,0.0
agustys,0.0
ah,1.6015723394957605e-05
ahahaha,3.141148133961602e-10
ahahahaha,1.8406725338371288e-10
ahead,0.0001652578731591
ahh,1.6225321633100975e-06
aid,1.9619873182818997e-06
aida,1.3553882922678894e-08
aide,3.3206256239282083e-06
aided,7.025921850072336e-06
aideeeeeeen,0.0
aideen,1.2135138637014987e-10
aideens,0.0
aiding,2.300006426594337e-06
aim,2.813324291537356e-06
aint,3.026994610991096e-05
air,4.8145566397579385e-05
airs,9.90953619748325e-07
alarm,1.03410422707384e-05
alas,1.8178365257881523e-06
alec,2.3558826747205333e-08
alert,1.4314931695480482e-06
alive,6.124289319586751e-07
all,1.694689882469902e-07
allege,2.4215631799506807e-06
alleged,2.704833344978397e-05
alliance,0.0001486130720877
allied,0.0001016356993932
allies,3.6313842656454654e-06
alliesve,0.0
allow,2.2251340087677815e-05
allowed,2.3682873084851508e-09
allows,2.8652767832682e-05
alls,9.771966711508151e-11
ally,7.729232096020944e-10
almighty,6.367772658677496e-07
almost,2.3874739918028354e-06
alone,2.299257928825682e-05
alones,8.606224897178551e-09
along,4.19156320390357e-07
alongside,5.861579580823673e-08
already,2.2555925045253387e-06
alright,3.042440312128747e-06
also,2.7140367842548585e-06
alster,5.559059929050035e-10
alsters,4.885952763905576e-11
altena,2.8541764528211557e-10
altenas,8.726589114521621e-11
although,6.612811705508648e-07
alva,4.3213323053237215e-09
always,1.5645671112451964e-06
am,1.184366441293605e-06
amaze,3.7556048368969643e-07
amazing,8.275614691228839e-06
amazingly,1.161189060212564e-06
ambition,5.58103752155148e-06
ambitions,2.0416199477040208e-05
ambitious,7.486322720069438e-06
ambush,1.458381235579509e-06
ambushed,2.459091642776912e-06
ambushing,6.72563384540581e-08
amen,3.899229980675045e-07
amends,2.2139847646940326e-06
amid,4.638100240299536e-06
amidst,2.5398586171831994e-06
amiss,8.585484840750723e-07
amok,2.374583802122743e-07
among,6.673327507087379e-06
amongst,1.2292321825952969e-05
amount,0.0001942517397401
amounted,7.840804119041423e-06
amply,1.8086476598000448e-06
an,1.141098324808354e-07
ancestor,3.3453519336035243e-06
ancestors,7.883961488914792e-06
ancestral,3.309790595267259e-06
ancestry,2.8690375756923457e-06
ancient,0.0
and,4.207883568597026e-05
andll,1.4964885644563883e-09
andorey,0.0
andré,6.950277106065883e-09
andrés,1.007658140886325e-09
anew,1.1923517740797252e-05
anger,0.0
angry,1.7098104808610514e-06
anguish,3.491636089165695e-06
animals,6.323970061202999e-05
anna,2.3954843381943647e-05
annand,2.6192025048832327e-10
annands,0.0
annas,1.582158636637132e-07
annexed,2.685637559807219e-06
anointed,1.1756239791793631e-06
another,2.473289252975519e-06
anphony,0.0
anphonys,0.0
answer,5.365725941373967e-05
answered,3.162271619657985e-05
answers,2.7941220905631785e-05
anticsll,0.0
anxious,1.028284939366131e-06
any,0.0
anybody,1.9619873182818997e-06
anybodys,1.5223975624589767e-09
anyhow,8.193998964998173e-06
anymore,8.143712332958631e-11
anyone,1.5813741592864973e-05
anyones,5.0581378108205405e-09
anything,3.887474226758059e-06
