word,occurrence
100,0.0001677145439316
10000g,1.4736067596721191e-09
15000g,6.904997928991463e-10
5000g,4.272507725389118e-09
a,0.013793612383306
abandoned,2.0041691059304863e-05
able,0.0001721370793529
about,0.0010533316479995
access,0.0001014243004465
accomplish,1.3882536186429209e-05
ack,3.909240894017785e-07
across,0.0001308884219906
act,0.0001250217945198
actually,8.927348098950461e-05
add,5.934228487603832e-05
aerie,4.574944668434e-08
affairs,3.44865948864026e-05
afford,1.997867395402864e-05
afoot,6.454296499214252e-07
after,0.000595096835168
again,0.0002439171675359
against,0.0003537487686844
ageless,2.399812990461215e-07
ago,7.296386880625505e-05
agothe,2.9414059188326285e-10
agree,5.061361771367956e-05
ah,3.0964689085521967e-06
aid,6.763852717995178e-05
aim,2.744731817074353e-05
aims,1.5391187407658435e-05
alighted,4.374383416916317e-07
aligned,6.609127640331281e-06
alive,2.3980135811143555e-05
all,0.0015788788767531
allegiance,4.05414238684898e-06
alliance,1.0978779082506662e-05
allied,7.6100966089143185e-06
allies,9.974181666621008e-06
allow,8.620703440101351e-05
allowed,7.996372893103399e-05
allows,4.7954254696378485e-05
alls,1.2748668325457406e-07
ally,4.945902201143327e-06
almost,0.0001608412651694
alone,9.382605596329084e-05
along,0.0001789049469516
alongside,1.007295348244952e-05
already,0.0001721914389054
also,0.001076872824924
altea,1.9437503531727353e-09
altean,0.0
alteans,0.0
alteas,8.637398473537727e-11
always,0.0002117911205277
am,0.0001872807875042
amassed,8.613290856374078e-07
ambition,5.766512058471562e-06
ambitions,3.985181683674454e-06
among,0.0002288377872901
an,0.0025900357216596
and,0.0226561879739165
anew,2.493413826414326e-06
angel,6.8713981636392416e-06
angers,1.60213515414398e-07
anna,2.120552431961187e-07
another,0.0003158199769677
anri,1.6431209644007793e-08
anris,2.630747367865505e-10
any,0.0009706164814997
anybody,1.1652972407318885e-05
anyone,5.50579607806867e-05
anything,0.0001100981155468
anyway,1.744017637975048e-05
anywhere,1.7726794576446993e-05
aobut,4.101211397156135e-09
apapeared,4.299602673896175e-11
apart,3.38678783737123e-05
apologize,2.999103351157828e-06
appeared,6.631972224568017e-05
appears,9.107721678446978e-05
approach,0.0001522117127024
archanea,0.0
archanean,0.0
archaneas,0.0
archbishop,1.6793946406323812e-06
archbishops,2.40209692492499e-07
archers,6.871613993553183e-07
are,0.0038114837929606
arent,6.267339266230464e-08
armor,3.694157448990154e-06
armories,9.94202009962919e-08
armorslayer,0.0
arms,6.432835711166263e-05
army,4.195103429083247e-05
around,0.0002520986535819
arran,2.3924270045050377e-08
arrival,1.9784814285230822e-05
arrive,1.6043165705923455e-05
arrived,4.255133255355759e-05
arrogant,2.5934174504982366e-06
artemiss,0.0
as,0.0048834738600999
ash,9.332799390904255e-06
ask,8.964518870925531e-05
asked,0.0001783716055797
asking,3.079623496887507e-05
astram,6.477518771363931e-10
at,0.0030834120232611
atop,2.690570549930271e-06
attack,5.217861114942934e-05
attackers,1.1944483514980676e-06
attacks,2.046309906290844e-05
attention,0.0001116221353004
aum,2.3037749983245705e-08
aura,2.625580780204473e-06
aurelis,4.511526791040055e-11
aureliss,0.0
avenge,9.785237671167124e-07
avoid,6.044205365469679e-05
await,3.4772669278027023e-06
awaiting,4.749348572659074e-06
awaits,1.5430418011419534e-06
awakened,3.198636950401124e-06
away,0.0002070708716928
awful,7.437915119226091e-06
axe,2.718562127483892e-06
back,0.0004116509665618
backstabbed,2.38982204255056e-09
backwoods,2.890190154403172e-07
bad,6.86855694220867e-05
ballista,2.35005022197754e-08
ballistae,1.3027895868766849e-08
ballistician,2.2283136558165493e-09
ballisticians,1.38159104545732e-09
bandits,1.0943558015696908e-06
bantu,1.933484595539881e-08
bar,4.544887990050484e-05
barricaded,2.756760133593161e-07
barrier,1.614764047189965e-05
basilisk,6.830667729218475e-08
bastion,7.130310950742569e-07
battle,3.386242111446336e-05
battlefield,3.8126373965496895e-06
battles,6.288829854383948e-06
