word,occurrence
10,1.019078761601122e-05
10000,4.975534210416299e-07
19,7.12578923298679e-07
30,5.864936383659369e-06
5000,8.334278191191034e-11
72,3.9615580608369786e-05
800,2.272342526055127e-07
a,1.707414025986509e-07
aaaaaarghhhh,0.0
aaaaaavel,0.0
aaaagh,3.312331998267526e-10
aaaaiiiieeeeee,0.0
aaahhhh,3.5622060932938293e-10
aaarghhh,0.0
aaaugh,3.6610414838600393e-11
abandon,6.593358548911967e-08
abandoned,8.334278191191034e-11
abducted,8.389875620196108e-06
abilities,6.595350276938916e-07
ability,3.341860483487835e-06
able,1.0119787546836179e-09
aboard,0.0
abode,2.0697126888080675e-06
abominable,3.979412698917883e-08
abomination,1.2468661317655005e-07
about,4.471847905733739e-06
above,1.0954573925747723e-09
absence,6.082735903873982e-06
absolutely,1.1179347966390196e-05
absurd,2.372013343119761e-05
abundance,5.343536491758672e-11
abundant,1.0218687430096906e-06
abuse,5.898175339780209e-07
abused,1.154085719434761e-07
abyss,4.980978515050083e-06
accept,2.2925129019313315e-06
acceptable,3.442113546725523e-07
accepted,1.311299236022023e-06
accepts,1.9828678343714047e-08
access,0.0
accident,7.295166157827992e-09
accidentally,1.0032312602561432e-05
accompany,1.2659717074647856e-09
accompanying,6.98229112572335e-07
accomplish,0.0
accomplishment,4.6320745923367215e-08
accomplishments,5.315649568728986e-06
accord,6.750543394673513e-07
according,0.000106918756137
account,2.6879879601438007e-06
accurate,3.26271475756812e-07
accusations,8.711507710756905e-08
ace,1.3937455491941364e-06
achieve,7.210588444195309e-07
achieved,2.4692527511582795e-09
aching,1.965051391152883e-06
acid,7.731385740044061e-05
ack,1.2329993683124486e-06
acorn,4.211164741718676e-07
acorns,5.03592974610001e-07
acquaintance,1.6485613861050296e-06
across,3.84633011663027e-07
act,0.0
acted,1.0032312602561432e-05
acting,8.864014000575792e-10
action,3.7534527291827046e-11
actions,0.0
actively,0.0
actoractress,1.290968044713736e-06
actual,2.475953349403426e-06
actually,1.423299183443305e-05
add,1.235376112163067e-07
addition,1.377141181819752e-06
addle,3.3020496772451226e-08
addressing,4.746667354993406e-06
adequate,0.0
adjacent,2.0443653922508352e-11
admirable,7.980985760696057e-06
admire,8.418974880441965e-07
admit,4.126315423036431e-07
adopted,2.0003357940368004e-06
adorable,3.9082504372345283e-07
adored,7.160661783700561e-07
adult,7.142095847711971e-07
advance,6.3149220230762634e-09
advanced,1.4013412361180144e-07
advantage,1.377141181819752e-06
advantageous,4.1797822035505307e-07
adventure,4.5095758537172526e-07
advice,1.8998973150274883e-08
advise,5.116030196705701e-11
advisor,0.0
afar,0.0
affair,4.718727154795488e-06
affect,4.4124888927399295e-06
affecting,2.2304283465928165e-05
affectionately,1.0294953517586692e-06
affirmative,1.0734761126514058e-05
afford,1.0783944503600651e-06
affront,3.254894763813354e-06
aflame,1.65480998930434e-07
afloat,0.0
afoot,1.65480998930434e-07
afoul,1.0008667686633998e-06
afraid,1.0793355187388445e-07
after,1.7484602645723156e-08
afterlife,6.022110328558483e-06
afterthought,7.308124793325987e-07
afterward,2.1279480279190465e-07
again,2.6930452892010016e-10
