word,occurrence
1,0.0018611320038326
10,0.0
100000,3.748342390963444e-07
11,0.0002150097640696
12,2.7707684253641678e-08
18,2.7994791544472265e-07
19,0.000150197292969
20,1.335878812014357e-09
20000,0.0
3,0.0008865448879078
30,5.262757298396537e-07
30000,2.79711644282088e-07
3rd,1.6856713136803593e-05
50,0.0
500,5.225618071563076e-05
7,0.000364917035331
75th,7.798192024210948e-07
8,2.130914444364862e-07
980,3.2799398570659832e-06
a,0.0
aa,2.3594028277784677e-06
aaaaaaaa,1.775827076500036e-09
aaaaaaaaaa,8.761749839547582e-10
aaaaaaah,4.985208220537052e-10
aaaaaaahhh,3.832255839053556e-11
aaaaah,1.8414707278480158e-09
aaaah,2.640873217387707e-06
aaaargg,0.0
aaah,1.3720194118604926e-07
aaahhh,1.8514721256135398e-09
aaaiiieeee,0.0
aaargh,6.147853000584292e-06
aah,1.9028604185677979e-07
aaurr,0.0
abandon,1.691423515239876e-06
abandoned,1.6742247817091993e-06
abandoning,2.604779144803615e-06
abed,1.436884505778835e-07
abhor,1.7967444983224556e-10
abide,8.35527687925719e-09
abilities,2.1378308218800162e-07
ability,2.608747030896641e-11
able,2.137147923519933e-07
aboard,7.221629057312384e-06
abomination,1.0180317678987195e-06
abound,3.0517674651231446e-10
about,4.748462259840381e-07
about–,9.302225760166038e-07
above,3.5664904061150086e-08
absence,1.9090012210654093e-05
absent,5.298668161179965e-10
absolute,7.42138424669747e-08
absolutely,2.625405471690101e-07
absurd,4.954086396669054e-10
abused,2.577994223429414e-06
accept,0.0
acceptable,5.533443135163907e-07
accepted,9.59833515480568e-06
accepting,7.544606626108675e-09
accompany,0.0
accompanying,1.2373838181867212e-09
according,8.499013902110164e-06
accosted,3.873166517109894e-07
account,1.528244059301187e-08
accurate,9.79060497119377e-10
accursed,2.7006619305325334e-08
accusations,5.086819455755176e-06
achieve,1.1262463669936552e-06
acolyte,1.7706265371089103e-05
acquaintance,4.399581152938481e-06
acquaintances,6.232476319922854e-08
acquiescence,1.3991636978971654e-06
acquired,1.289684537653102e-07
acquisitions,5.402674901233695e-06
across,2.014132066685548e-09
act,1.9470854626391088e-08
acting,3.269002297656698e-07
action,1.2647694302359014e-06
actions,5.638299452215279e-08
active,2.943765983332014e-07
activities,7.499404153232803e-10
acts,2.9345232063771045e-10
actual,1.4145692280642664e-07
actually,1.7570719182913307e-06
add,6.018478507030522e-07
addition,8.256166387582198e-05
additionally,2.2614249496655246e-06
addlepated,6.561877059496623e-09
address,1.7429779618396423e-05
addressing,2.9345232063771045e-10
adepts,1.926525770556964e-07
adjacent,3.946373801966274e-08
administer,2.3273234432963363e-06
admiration,8.431523235685745e-07
admire,7.806609886529259e-07
admired,3.4781630847646737e-06
admit,6.06582090945107e-10
admits,5.382370163715677e-06
admitted,2.0530161627903e-05
adopted,4.15437560150167e-06
adorable,8.809363396267145e-07
adore,4.7639819740652454e-07
adored,3.2712189756978206e-09
adrift,6.871794948892784e-07
advance,0.000150197292969
advancing,4.114144627465066e-07
advantage,5.664096548571251e-05
advantageous,1.5527666073467116e-06
adventure,1.3781114466837609e-05
advice,1.1201952088413236e-06
advisor,1.015681651210798e-06
aenir,0.0
afar,1.6309716538671637e-05
affair,6.574981279072745e-07
affairs,1.1960158849433356e-06
affect,5.737179623110933e-07
affection,2.025460619279329e-06
afford,1.952275804342207e-06
afloat,1.205531482355582e-06
afraid,2.604483113373135e-06
after,6.883588991968282e-07
again,2.037041910846193e-10
against,4.244440924594528e-06
age,3.948173240564401e-09
agenda,1.5194318102658144e-05
agents,4.769911254697945e-05
ages,9.195028096655732e-06
agh,2.604483113373135e-06
ago,2.599341479481154e-07
agree,2.16931998693326e-06
agreed,6.173717332558227e-07
agreement,1.1706547843459703e-06
aground,4.902247815152805e-07
ah,1.7570719182913307e-06
aha,1.794451984551415e-06
ahead,2.735960384636637e-10
ahem,1.5330006306157886e-07
ahh,0.0
ahhh,2.5936696612660623e-08
ahhhh,1.6485839182678323e-08
ahoooy,0.0
ahoy,3.166203471849371e-08
aid,1.4521772472020356e-10
aiding,0.0
aids,8.792653725322452e-06
aiming,7.293348517123377e-07
aint,0.0
aion,1.649939912695686e-08
aions,2.0489859742234275e-09
air,1.5531976669080905e-06
airs,4.820439344257466e-06
air”,3.350191605022701e-07
alarm,3.6301536283644963e-07
alarmed,6.910101979507032e-10
alas,2.577994223429414e-06
albeit,2.069908181510982e-05
alert,8.944923099996061e-09
alike,5.5008344570524056e-05
alive,8.502937146204204e-07
all,6.018478507030522e-07
allay,7.389271524971263e-07
alley,3.2501207851964866e-06
allied,2.705770125999152e-07
allies,2.208696628369644e-11
allow,4.985208220537052e-10
allowed,5.298668161179965e-10
allows,0.0
alls,6.333615692710737e-07
ally,1.4775049430681977e-06
almost,8.874199042274711e-11
alms,2.0039383016410284e-05
alone,2.322156534839692e-09
along,9.865263993560802e-05
alongside,2.735045745794196e-06
already,1.655890042168151e-09
alright,5.402674901233695e-06
also,8.134384040658915e-07
altar,1.926525770556964e-07
altars,4.23871912857976e-07
alter,1.5758248173369795e-05
alternate,1.159642235506908e-05
although,3.0372946682177836e-08
altogether,0.0
always,2.0460768791963346e-05
am,2.2715100644887804e-09
amaze,5.481422306274908e-07
amazing,1.9213098057662136e-05
ambition,5.844191755532968e-11
ambitions,0.0
ambitious,7.785384323142352e-06
ambush,2.1484035187313565e-06
ambushed,9.60264214882045e-07
amd,1.347610946424993e-06
amiss,1.7706265371089103e-05
amnesia,1.858998793125011e-07
among,0.000150197292969
amount,2.412904718767095e-06
amusing,4.471396190638188e-05
an,5.298668161179965e-10
ancestor,7.787079363197336e-07
ancestors,3.350191605022701e-07
anchor,8.952922819105426e-08
ancient,1.4521772472020356e-10
and,9.195028096655732e-06
angel,2.2715100644887804e-09
angelic,1.0353031774457122e-06
anger,9.195028096655732e-06
angered,2.0591431781902253e-09
angry,2.3783517235642648e-08
ankle,4.208540785839432e-06
anna,9.246423469448929e-06
annas,4.1799720289503745e-08
annihilate,1.6742247817091993e-06
annihilated,3.4781630847646737e-06
announced,2.604483113373135e-06
announcement,8.628245659565436e-06
annoying,1.4331274996948196e-06
another,1.5527666073467116e-06
anothers,3.9138619456480235e-08
answer,2.22931985717878e-06
answered,2.0543124287542013e-06
answers,2.812136463035131e-06
anticipated,1.3053765457460287e-09
anticipation,0.0
any,0.0
anymore,2.604483113373135e-06
anyone,1.9213098057662136e-05
anything,7.215090972749749e-06
anytime,2.604483113373135e-06
anyway,2.573109029666009e-10
anywhere,1.7281622444897948e-06
apart,5.086819455755176e-06
aplenty,1.5429164463398595e-07
apologies,1.335878812014357e-09
apologize,2.3788963229853797e-11
apologized,1.071531910668e-07
apologizing,2.1186642402426512e-06
apology,1.007534629593465e-06
apparent,3.6530744296214834e-07
appear,0.0
appearance,5.086819455755176e-06
appearances,2.3694951547525987e-08
appeared,8.134384040658915e-07
appears,1.263299341758284e-07
appease,3.2181722735913358e-06
appetite,1.231701352253367e-06
appreciate,7.532025769307893e-08
appreciated,2.069908181510982e-05
appreciation,5.674083195117419e-07
apprentice,2.3783517235642648e-08
approach,2.540167988627218e-06
approaches,5.461431237563375e-06
approaching,5.638299452215279e-08
appropriate,1.475384449611816e-09
approval,3.318399487284296e-07
approve,1.8205654271241652e-07
approved,8.869032376424002e-07
araphen,1.649939912695686e-08
araphens,0.0
arcadia,1.7136371899262312e-09
arch,3.345947735056143e-07
archer,5.737179623110933e-07
archers,8.600728831353876e-09
archipelago,0.0
archsage,2.7707684253641678e-08
are,6.303845307229494e-06
area,5.737179623110933e-07
areas,4.936371351504931e-06
arena,5.999964619585185e-10
arent,2.0039383016410284e-05
are–,1.0580218520317431e-06
argued,3.802734965574928e-05
aristocrats,1.4145692280642664e-07
arm,1.335878812014357e-09
armada,2.541387135579499e-07
armads,7.89532752969535e-05
armed,0.0
armor,1.1751870704301836e-06
armorslayer,7.798192024210948e-07
armorslayers,0.0
armory,5.638299452215279e-08
arms,2.130914444364862e-07
army,5.890606655157171e-05
around,2.3376522949547506e-06
arrange,1.528244059301187e-08
arranged,1.1823075931260974e-06
arrangements,6.079068962208112e-06
arranges,1.017349065932649e-06
arrgh,1.7440186893509236e-05
arrival,1.8414707278480158e-09
arrive,5.086819455755176e-06
arrived,2.855166275139709e-07
arrives,1.344046052054182e-06
arriving,5.737179623110933e-07
arrogant,1.1823075931260974e-06
arrogant–,9.838303496323421e-09
arrow,9.133030970387423e-11
arrows,2.412904718767095e-06
art,0.0
artifact,2.5936696612660623e-08
artifacts,1.7440186893509236e-05
artisans,2.310852171376609e-06
arts,6.6419062516587245e-09
as,7.60519257028136e-07
ascension,8.536882853604766e-07
ash,2.616386359477474e-06
ashamed,1.1262463669936552e-06
aside,1.528244059301187e-08
ask,0.0
asked,7.991717239974604e-08
asking,2.16931998693326e-06
asleep,1.0361591182572738e-06
aspirations,7.087770363796153e-06
aspire,1.6742247817091993e-06
assailants,5.262757298396537e-07
assassin,1.560714322295098e-06
assassinate,2.869491087039933e-05
assassinated,3.784065421541527e-07
assassination,2.5936696612660623e-08
assassinations,1.1751870704301836e-06
assassins,5.233033466112148e-08
assault,2.276369483297458e-05
