word,occurrence
0,0.0002281348808901
10,5.276668229470261e-08
10000,1.423589098692446e-07
15000,3.310626115649029e-07
5000,9.96319471924245e-10
a,1.0176551912266518e-08
aaagh,1.3630746282800031e-08
aaargh,1.982832439750837e-07
abandon,4.2571983783545874e-07
abandoned,9.96319471924245e-10
abandons,4.202998974278671e-07
abel,2.317021926501184e-06
abide,6.063691189162057e-09
able,7.364594625869359e-07
abomination,7.553615650977008e-06
about,1.9143290437284582e-08
absconded,1.866877914480369e-09
absence,1.9143290437284582e-08
absurdly,1.1026859635876463e-06
abuse,7.759901081705322e-09
accept,9.862905048230175e-10
accident,0.0
accompanied,7.759901081705322e-09
accompany,0.0
accomplish,1.9143290437284582e-08
accordingly,1.8435050563425648e-07
accursed,2.2182501207418382e-10
ach,3.724334246157923e-07
achievements,2.900618400758504e-07
ack,1.4547895349492632e-09
across,7.759965376408218e-07
act,1.6065360142647477e-07
acted,2.8094769209019432e-06
acting,0.0
actions,3.203936334988944e-11
acts,1.4547895349492632e-09
adamant,2.267424367374815e-08
add,2.5099220906099618e-08
admire,9.96319471924245e-10
admit,0.0
adrah,7.072679986813712e-11
advance,9.448690519775485e-08
advanced,4.766865054079972e-06
advantage,4.891491975911322e-09
advice,1.740358650295093e-06
aerie,5.00484068197693e-07
afar,3.1792609343028746e-06
afraid,4.202998974278671e-07
after,2.8654045525211558e-09
afterward,7.553615650977008e-06
again,3.841827882489213e-09
against,6.414465278936632e-09
age,2.194101427448913e-05
aged,3.4167479071811615e-07
ages,5.225881952242162e-07
agh,4.202998974278671e-07
ago,3.475851286793841e-07
agree,3.2518448961127432e-06
agreed,4.202998974278671e-07
ah,1.1583128227410366e-10
aha,1.982832439750837e-07
ahead,3.1792609343028746e-06
ahem,2.0603202165148106e-06
ahh,0.0
ahold,1.4892291892465435e-06
ahorse,6.2278885959443645e-09
ahoy,0.0
aid,1.866877914480369e-09
aieee,5.083332059452328e-10
ail,1.3169659902700914e-06
aim,4.8645709860295486e-08
aincha,8.730985212590524e-10
aint,2.3452234358956048e-06
akaneia,2.900618400758504e-07
akaneian,0.0
akaneias,0.0
alas,4.202998974278671e-07
alive,3.4167479071811615e-07
all,2.5099220906099618e-08
allegiance,3.1230716164287743e-08
alliance,5.083332059452328e-10
allied,1.8037249020608214e-07
allies,0.0
allow,3.750529013052394e-10
allowed,4.333960184510489e-08
allowing,5.92552543210445e-08
ally,7.072679986813712e-11
almost,9.587505436225997e-09
alone,1.0176551912266518e-08
along,9.96319471924245e-10
alongside,5.473993178384262e-07
aloud,9.96319471924245e-10
already,4.232080364374724e-08
also,1.4892291892465435e-06
altea,2.900618400758504e-07
altean,4.526894272771642e-07
alteans,1.3757641454503756e-06
alteas,8.629164334195139e-09
alternate,2.342663085741492e-08
always,2.7527866723175976e-06
am,2.509454017740609e-07
amazing,1.003345295202962e-06
ambition,1.4547895349492632e-09
ambitions,3.663968150249275e-06
ambush,7.553615650977008e-06
amends,5.473993178384262e-07
among,9.448690519775485e-08
an,3.2347000069421483e-06
ancestor,3.2612128961773124e-06
ancient,0.0
and,4.061682989231486e-07
anew,0.0
angel,6.311943470791448e-06
anna,1.3630746282800031e-08
annas,1.281616846537936e-09
annihilating,7.759965376408218e-07
another,3.721010696011717e-08
anri,3.2612128961773124e-06
anris,1.289599212128678e-07
answer,1.289599212128678e-07
any,2.161778031677386e-06
anybody,0.0
anymore,4.202998974278671e-07
anyone,1.003345295202962e-06
anything,4.49284158548835e-06
anyway,5.595183594664378e-08
anywhere,9.862905048230175e-10
apart,3.721010696011717e-08
apparatus,3.3526623556099364e-05
appeared,1.4892291892465435e-06
apple,2.7527866723175976e-06
applied,0.00010251669024
appreciate,1.9365243451829885e-06
approach,1.1583128227410366e-10
approaching,1.8435050563425648e-07
archanea,7.952554847179271e-07
archanean,1.2650762727162145e-07
archaneans,0.0
archaneas,3.2612128961773124e-06
archenemy,2.7527866723175976e-06
archer,7.183254503217997e-08
archers,6.063691189162057e-09
are,6.058615537085643e-07
area,7.61345850808226e-09
arent,2.2182501207418382e-10
argue,1.001335344312793e-06
arm,2.900618400758504e-07
armies,1.289599212128678e-07
armor,1.9925426553157875e-08
armored,2.7527866723175976e-06
armories,1.7151698193629272e-06
armorslayer,6.847162559608932e-08
arms,3.2612128961773124e-06
army,2.506719508232891e-07
around,1.281616846537936e-09
arran,3.390016863704659e-06
arranged,7.61345850808226e-09
arrgh,6.120719990576618e-07
arrival,6.343026066701896e-07
arrive,3.721010696011717e-08
arrived,1.3001731232975544e-07
arrives,0.0
arrows,4.333960184510489e-08
arrowspate,0.0
arrumph,4.0955846804247017e-11
arsenal,1.6243485720224272e-06
arson,2.900618400758504e-07
artemis,4.202998974278671e-07
artemiss,3.4167479071811615e-07
artillery,5.92552543210445e-08
as,1.4892291892465435e-06
aside,2.7742425201537913e-09
ask,1.0176551912266518e-08
asked,3.4167479071811615e-07
asking,6.456358299544719e-08
aspirations,0.0
aspire,9.96319471924245e-10
aspiring,1.5847260556256516e-06
assembled,7.952554847179271e-07
assumed,1.2561236735564307e-06
assuredly,2.2182501207418382e-10
astram,7.513013224524912e-07
astray,9.862905048230175e-10
asunder,1.6596429509263543e-06
at,3.390016863704659e-06
atop,8.730985212590524e-10
attack,2.5099220906099618e-08
attacked,4.2571983783545874e-07
