word,occurrence
0,2.9044238345932173e-07
10,6.366268573421152e-09
10000,8.189388563550892e-06
15000,0.0
445,1.078906763041232e-06
5000,1.1878911504936696e-06
590,2.91483904220513e-06
600,9.72643731181333e-10
7th,1.104961942473892e-05
a,3.550402738028424e-07
aaaaaah,8.093851305845943e-10
aaaaah,1.2611586370780971e-08
aaages,5.708201172849313e-10
aaagh,4.552351793307708e-08
aaare,1.0180667723034277e-05
aaargh,3.9373996973957045e-09
abandon,3.578803048185364e-06
abandoned,1.1878911504936696e-06
abandoning,1.2098915283331734e-06
abandons,6.919887300682603e-06
abel,9.33963289817541e-09
abide,5.548365979848313e-06
abilities,1.184454591566464e-05
ability,1.8625654561788e-07
able,1.078906763041232e-06
abomination,1.1066184640640133e-07
about,1.527590370642429e-07
absconded,1.2393869542393076e-06
absence,1.0180667723034277e-05
absolute,9.72643731181333e-10
absolutely,1.915522178023821e-05
absurd,1.0645081947586733e-05
absurdly,2.0971938674563266e-08
abundant,1.0566155353330943e-07
abuse,5.4069172300552636e-09
academy,1.0180667723034277e-05
accept,3.4823748483177044e-05
accepted,4.829676822737383e-07
accident,1.0119535600594533e-08
accompanied,3.5408775875112043e-06
accompany,3.658411019387131e-06
accompanying,6.550704387109362e-07
accomplish,1.0180667723034277e-05
accomplished,1.1066184640640133e-07
accomplishing,0.0
accomplishment,4.704651919382741e-06
according,9.650500656377402e-09
accordingly,1.848432341375883e-06
accounted,3.169367705169179e-08
accursed,9.359264120656352e-11
accused,3.7386111984005765e-08
ach,7.285430280035143e-07
achieve,9.803874561953309e-08
achieved,2.9044238345932173e-07
achievements,5.737179014886351e-07
achoo,2.8299158993938524e-09
ack,4.498392240748217e-07
acknowledged,1.2942822979766788e-06
acquaintance,1.9321510127956462e-10
acquainted,3.578803048185364e-06
across,1.527590370642429e-07
act,6.366268573421152e-09
acted,1.0180667723034277e-05
acting,3.550402738028424e-07
action,2.9044238345932173e-07
actions,3.9373996973957045e-09
acts,8.37106977513713e-08
actually,1.0180667723034277e-05
adamant,0.0
adamantly,5.240805381845348e-07
add,1.1066184640640133e-07
addition,1.388096304708597e-06
address,4.464397054121383e-10
admirable,1.888459554493238e-06
admire,1.2207864824631543e-06
admit,1.204254118647441e-07
ado,5.491522068723497e-07
adore,1.3337958719716881e-07
adrah,6.550704387109362e-07
adria,2.2580759298307384e-06
advance,6.366268573421152e-09
advanced,7.893577529394236e-09
advances,0.0
advancing,2.9044238345932173e-07
advantage,3.0762675629070204e-09
advantageous,1.46088802102895e-05
advent,6.951571224211861e-10
adventurous,1.984304451525532e-06
advice,6.499885933181072e-08
advise,1.888459554493238e-06
aerie,2.8299158993938524e-09
afar,3.7580243315460405e-07
afford,5.169004487015627e-07
afraid,0.0
after,1.078906763041232e-06
afterward,1.085786107274389e-09
afterwards,1.4428987327619324e-07
again,2.113558129401838e-08
against,5.737179014886351e-07
age,4.464397054121383e-10
aged,0.0
ages,2.8299158993938524e-09
aggressive,7.696053239669708e-07
aggressively,2.9044238345932173e-07
agh,8.492618945865615e-07
ago,2.8299158993938524e-09
agree,3.578803048185364e-06
agreed,1.3337958719716881e-07
agreement,0.0
ah,1.0180667723034277e-05
aha,1.127766736317426e-06
ahead,3.7580243315460405e-07
ahem,1.5793858239021574e-08
ahh,6.175950767328686e-07
ahhhhhh,3.7580243315460405e-07
ahold,1.984304451525532e-06
ahorse,0.0
ahoy,3.4673468610191266e-11
aid,6.366268573421152e-09
aieee,2.2961759350437206e-06
ail,1.7556335265567217e-07
aim,0.0
aimlessly,9.980301204137732e-08
