word,occurrence
10000,3.9217744779307394e-05
5000,9.298215800868093e-08
6000,2.978737013563659e-06
8000,2.204395213993848e-06
a,4.8898109987760567e-08
aaaaaarrrr,0.0
abandon,5.1529586708731764e-09
abandoned,9.560373268868716e-07
ability,4.823931476494181e-06
able,0.0
about,7.030377969385882e-07
above,4.437643332799723e-09
absence,1.0942530734610045e-05
absolute,2.7151461683416755e-08
absolutely,0.0
absurd,6.922345291968668e-06
abuse,5.610216550167024e-07
abusive,3.091704338658019e-06
abut,2.3677403476085602e-07
accept,2.9155979959227808e-08
accepted,2.724894351047169e-08
accepting,0.0
access,2.0257225771813655e-10
accident,1.4014076566581934e-06
accompany,3.722107337011948e-08
according,1.3104950153319806e-06
accordingly,1.383792978231213e-05
accurate,5.960781799263515e-09
accursed,6.0224354547244726e-06
accuse,1.987438520245633e-06
accused,2.176453140378953e-08
accusing,2.331792529730592e-06
acolyte,1.5386687834961776e-07
acquaintance,6.078582163127066e-07
across,6.0224354547244726e-06
act,2.0770572973560774e-07
acting,0.0
action,1.6268018771370408e-05
actions,1.911771150844288e-06
active,2.204395213993848e-06
activity,9.430756390429452e-06
actual,1.2545137803954276e-06
actually,2.224905365721952e-08
adapt,8.287096115964231e-06
addition,4.02456581127808e-07
addressing,2.0437155467334377e-06
administering,1.3750194739259313e-07
admirable,5.52984030036896e-06
admit,6.078582163127066e-07
adopted,0.0
advance,1.5106003739551176e-11
advanced,8.259784658548597e-07
advancing,3.70629612916673e-06
advantage,3.535250266395451e-06
advice,3.280443343633976e-09
advise,3.9217744779307394e-05
adviser,5.298472487993422e-06
advisor,2.4683994433871704e-06
advisors,9.439492785645598e-08
aerial,2.3677403476085602e-07
affair,0.0
affection,2.62401697000314e-06
affiliated,2.808213557727868e-06
afford,4.8898109987760567e-08
afraid,1.0923239005933284e-06
after,1.7045676570237586e-09
afterwards,1.1193502791684295e-06
again,2.0257225771813655e-10
against,0.0
age,1.1392203202831295e-06
aged,1.971281298959737e-10
aggression,8.388948620563496e-07
aggressively,2.724894351047169e-08
ago,1.4744562231499004e-05
agree,1.24556563605438e-05
agreed,1.347158710973684e-10
ah,2.719633907872776e-06
ahead,5.720840086098633e-09
ahem,4.720320775959408e-06
aid,2.4303350301124735e-07
aided,5.006787489492126e-07
aiding,2.1030206312389056e-06
aim,1.104143962948001e-05
ain,4.992556603156118e-07
aint,2.224905365721952e-08
air,1.1623407562832976e-10
alarmed,3.0305999962365605e-06
alive,1.081225764920646e-08
all,1.6810694683044858e-06
allegiance,8.205048843592521e-06
alliance,9.32968514462118e-06
allied,6.078582163127066e-07
allies,4.9640811630524696e-05
allow,5.812201231947256e-07
allowed,3.70629612916673e-06
allows,4.7071726583247655e-09
ally,4.8898109987760567e-08
almost,2.0207503030178487e-06
alone,4.992556603156118e-07
along,3.091704338658019e-06
alongside,1.8671594546049166e-07
already,6.078582163127066e-07
also,7.342813996729092e-06
altar,0.0
although,0.0
altogether,2.3183384273579572e-05
always,3.70629612916673e-06
am,1.4981513523082412e-08
ambush,1.3942892557849972e-07
ambushed,1.8011757265412598e-06
amiable,1.362589106292944e-06
among,1.2429284224069192e-08
amongst,9.32968514462118e-06
amount,1.6268018771370408e-05
amounts,5.454705100419233e-05
an,1.2532557161648582e-06
anarchy,4.3792611393200797e-07
ancestor,5.865463557908068e-10
ancient,2.224905365721952e-08
and,7.57298990392008e-10
angry,2.2587917591909702e-10
animals,8.909369789762422e-05
annihilate,0.0
another,5.348175975086633e-05
answer,2.010105636145454e-06
anti,5.963082303424017e-06
anticipate,1.707231665477593e-06
anticipated,6.133731403679121e-07
any,4.1541163703362466e-11
anybody,1.3942892557849972e-07
anymore,2.0770572973560774e-07
anyone,9.25803481550247e-06
anything,1.6376312069041886e-05
anywaaay,0.0
anyway,2.1297854323165667e-06
anywhere,4.7071726583247655e-09
apart,3.642040292106685e-06
apocalypse,5.491779762678562e-07
apologies,5.610216550167024e-07
apologize,9.32968514462118e-06
apparently,2.7028361910197417e-06
appear,5.26931154681831e-10
appeared,5.960781799263515e-09
appearing,6.0224354547244726e-06
appears,1.974096003323211e-06
apply,2.7645936870612784e-06
appreciate,2.176453140378953e-08
approached,1.971281298959737e-10
approaching,0.0
appropriate,1.809595102236772e-10
approve,3.200284336912773e-07
aquleia,0.0
arable,2.010105636145454e-06
araphen,0.0
arcadia,1.8514907882405395e-08
arcane,1.009190905278956e-06
arcard,2.616256981891052e-11
arcards,0.0
archer,6.089341479764698e-07
