game,chapter,speaker,text,tag
FE6,21-TheBindingBlade,Soldier,"All troops are at their posts and ready for battle, Lord Murdock.",neutral
FE6,21-TheBindingBlade,Murdock,Good.,joy
FE6,21-TheBindingBlade,Murdock,Galle. So it begins.,neutral
FE6,21-TheBindingBlade,Galle,"Yes, my lord. We are prepared.",neutral
FE6,21-TheBindingBlade,Murdock,Your squad will be the key to winning this battle. Understood?,neutral
FE6,21-TheBindingBlade,Galle,"Of course, my lord. I will not let you down.",neutral
FE6,21-TheBindingBlade,Murdock,Yes. We shall show them the power of Bern’s main forces. Still...that general from the Lycia Alliance Army made it this far.,neutral
FE6,21-TheBindingBlade,Galle,General Roy?,neutral
FE6,21-TheBindingBlade,Murdock,"Yes, him. I wish to see how he fights...by going up against him in person.",neutral
FE6,21-TheBindingBlade,Yoder,"Ah, General Roy! I have found you at last.",neutral
FE6,21-TheBindingBlade,Roy,Bishop Yoder! What brings you all the way from Etruria? Is something wrong?,surprise
FE6,21-TheBindingBlade,Yoder,I did some research after receiving your letter. I have come to the conclusion that Bern has indeed resurrected the Dark Dragon!,neutral
FE6,21-TheBindingBlade,Roy,Is that true!? ...But Hartmut defeated the Dark Dragon in the war. How could Bern have brought it back to life?,surprise
FE6,21-TheBindingBlade,Yoder,"Apparently, Hartmut did defeat the Dark Dragon, but he did not finish it off.",neutral
FE6,21-TheBindingBlade,Roy,What!?,surprise
FE6,21-TheBindingBlade,Yoder,"Instead of killing it, he sealed it away in the mountains of Bern. And the sword he used to seal it was...",neutral
FE6,21-TheBindingBlade,Roy,The Binding Blade?,neutral
FE6,21-TheBindingBlade,Yoder,"Oh, did you know?",neutral
FE6,21-TheBindingBlade,Roy,Yes. I have done a little studying myself...,neutral
FE6,21-TheBindingBlade,Yoder,"Even if the Dark Dragon has been released, if we can obtain the Binding Blade, then we may be able to seal it again, or even kill it once and for all. That is the Church’s conclusion, and they sent me to ask for your assistance.",neutral
FE6,21-TheBindingBlade,Roy,Do you know where the Dark Dragon is?,surprise
FE6,21-TheBindingBlade,Yoder,"Yes, that is my next point. As the the fire-breathing Dragons can change into human form, is highly possible that the Dark Dragon can as well. In fact, we have a suspect. There is a shaman called the Dark Priestess whom King Zephiel keeps at his side at all times.",neutral
FE6,21-TheBindingBlade,Roy,The Dark Priestess...,neutral
FE6,21-TheBindingBlade,Yoder,"We have no solid evidence, but it is true that she appeared at around the same time that the other fire-breathing Dragons started to be seen.",neutral
FE6,21-TheBindingBlade,Roy,......,neutral
