game,chapter,speaker,text,tag
FE13Paralogues,P04-AnnaTheMerchant,Merchant,"Oh, that poor girl...",sadness
FE13Paralogues,P04-AnnaTheMerchant,Chrom,What's wrong?,surprise
FE13Paralogues,P04-AnnaTheMerchant,Merchant,"Oh! Sirs, please! Help her! A young merchant girl is being set upon by bandits!",fear
FE13Paralogues,P04-AnnaTheMerchant,Chrom,We're on our way.,neutral
FE13Paralogues,P04-AnnaTheMerchant,Vincent,"You! We have business, you and I, and I aim to settle the debt. Victor will be avenged today!",anger
FE13Paralogues,P04-AnnaTheMerchant,Anna,"Oh, dear. Have we met?",sadness
FE13Paralogues,P04-AnnaTheMerchant,Vincent,"Playing dumb won't save you, girly. The gold you net from the slavers will build Victor the finest grave in the land!",anger
FE13Paralogues,P04-AnnaTheMerchant,Anna,"Careful, love. Prices aren't the only thing I can cut in half.",neutral
FE13Paralogues,P04-AnnaTheMerchant,Anna,"Hello there, handsome! Am I being rescued?",joy
FE13Paralogues,P04-AnnaTheMerchant,Chrom,"Well, that was the plan, but you seem to be holding up just fine. Can you still fight?",neutral
FE13Paralogues,P04-AnnaTheMerchant,Anna,"I could stand to open a few more rogues, sure. Or locks, for that matter.",neutral
FE13Paralogues,P04-AnnaTheMerchant,Chrom,"A thief, is it?",surprise
FE13Paralogues,P04-AnnaTheMerchant,Anna,"Locksmith, thank you very much! But yes. Door or chest, I'll have it smiling wide in a trice. And it looks like there bandits have quite the hoard built up.",joy
FE13Paralogues,P04-AnnaTheMerchant,Chrom,"...Huh. Well then, I think we're in business.",neutral
FE13Paralogues,P04-AnnaTheMerchant,Anna,"Ugh. Well, that was careless... Sorry, friends. Looks like I've got to close up shop for the day.",sadness
FE13Paralogues,P04-AnnaTheMerchant,Vincent,You stand no chance. I'm a conqueror by name and a conqueror by nature!,anger
FE13Paralogues,P04-AnnaTheMerchant,Vincent,"I... I see your face, Victor... No... No, wait... That's me...",sadness
FE13Paralogues,P04-AnnaTheMerchant,Anna,Thanks for your help. The name's Anna. Some folks like to call me the Secret Seller.,neutral
