1	-34.24161745
3	-22.44897959
4	-18.61208388
5	-36.72311014
6	-12.8941922
7	-42.85714286
8	-35.85141655
9	-41.34771192
10	-35.70093559
11	-31.67724035
12	-19.65688858
13	-27.53291536
14	-36.74082917
15	-39.45708054
16	-37.44369369
17	-29.99121724
18	-37.1459695
19	-39.87019462
20	-45.50291815
21	-17.24852556
22	-18.15033864
23	-29.96996997
24	-53.53364692
25	-41.815254
26	-54.15060619
27	-35.91079919
28	-50.13268054
29	-55.01291426
30	-52.94885251
31	-43.17836539
32	-17.21685621
33	-35.56966526
34	-27.82680659
35	-41.17647059
36	-30.12030976
37	-57.52147971
38	-54.96768198
39	-46.91543284
40	-33.33333333
41	-38.87283704
42	-59.1954023
43	-35.25260104
44	-47.64842641
45	-29.42024033
46	-51.48030368
47	-66.06708052
48	-54.40287226
49	-18.92965416
50.5	-48.76850824
52	-36.51609295
53	-53.04232804
54	-31.3106348
55	-37.65533238
56	-51.92514229
57	-34.54276531
58	-28.35784314
59	-37.02449608
60	-31.53845644
61	-40.27485208
63	-38.48147717
64	-34.754114
65	-32.48519659
66	-30.6372549
67	-48.77283233
68	-42.66600522
69	-56.5898115
70	-58.53040569
71	-43.54109276
72	-36.2012987
73	-48.16545371
74	-50.03477047
75	-52.38972986
76	-47.91051641
77	-46.01156338
78	-54.38090285
79	-35.88660578
80	-43.3845465
81	-51.15815194
82	-60.73206795
83	-46.13948505
84	-27.82860047
85	-41.76965043
86	-48.23752728
87	-45.97404971
88	-33.91885783
89	-56.99886679
90	-54.4609112
91	-38.81308096
92	-29.26215309
93	-37.70447223
94	-77.94117647
95	-23.58169683
96	-40.61923105
97	-57.08529055
98	-35.73279312
100	-21.71938778
