id|game|chapter|speaker|text|tag
11948|FE7|25-PaleFlowerOfDarkness|Sonia|So, in the end, you failed to defeat them, didn't you?|
11949|FE7|25-PaleFlowerOfDarkness|Vaida|......|
11950|FE7|25-PaleFlowerOfDarkness|Sonia|I only introduced you to Lord Nergal out of respect for your rank. I was mistaken, though, to think that a former royal soldier would be--|
11951|FE7|25-PaleFlowerOfDarkness|Vaida|Next time will be different, I swear it. I beg of you, give me one more chance!|
11952|FE7|25-PaleFlowerOfDarkness|Sonia|Ha ha ha... "One more chance"? Surely you jest.|
11953|FE7|25-PaleFlowerOfDarkness|Vaida|Without Lord Nergal's good word, I'll never fly again! Not as a royal wyvern knight, at least! Please! Another chance!!|
11954|FE7|25-PaleFlowerOfDarkness|Sonia|Ah, but you're quite skilled at begging, at least. Desist. You have fallen from our graces, and nothing will change that. Just be grateful. You are an outsider, so you are spared the Fang's judgement.|
11955|FE7|25-PaleFlowerOfDarkness|Vaida|......|
11956|FE7|25-PaleFlowerOfDarkness|Sonia|You stink of failure. Leave me to breathe in peace.|
11957|FE7|25-PaleFlowerOfDarkness|Vaida|......Hm.|
11958|FE7|25-PaleFlowerOfDarkness|Eliwood|That wyvern rider.. That was the same woman we fought earlier. This proves that they took this mountain path.|
11959|FE7|25-PaleFlowerOfDarkness|Hector|Now... What have we here... What a complicated place.|
11960|FE7|25-PaleFlowerOfDarkness|Eliwood|It's little more than whispers, but I can hear human voices.|
11961|FE7|25-PaleFlowerOfDarkness|Lyn|Over there! Let's go take a look.|
11962|FE7|25-PaleFlowerOfDarkness|Eliwood|Marcus! Wait here with Ninian and everyone else. Be ready to escape at any time. I'm counting on you!|
11963|FE7|25-PaleFlowerOfDarkness|Marcus|Yes, sir. I will not fail.|
11964|FE7|25-PaleFlowerOfDarkness|Nino|Really? You're giving me a mission? Really and truly!? Mother!|
11965|FE7|25-PaleFlowerOfDarkness|Sonia|I am. And it's a very big job at that. ...It's for the king of Bern.|
11966|FE7|25-PaleFlowerOfDarkness|Nino|The king!? Such an important job... for me?|
11967|FE7|25-PaleFlowerOfDarkness|Brendan|Sonia? I'm against this!! Giving such a dangerous job to this child...|
11968|FE7|25-PaleFlowerOfDarkness|Nino|Father?|
11969|FE7|25-PaleFlowerOfDarkness|Sonia|...You're right, this really is a job for your sons. However, we've seen nothing of them since their last report.|
11970|FE7|25-PaleFlowerOfDarkness|Nino|Lloyd... Linus......|
11971|FE7|25-PaleFlowerOfDarkness|Brendan|......|
11972|FE7|25-PaleFlowerOfDarkness|Sonia|So my daughter will do this. And I will have no complaints from you about it.|
11973|FE7|25-PaleFlowerOfDarkness|Brendan|......|
11974|FE7|25-PaleFlowerOfDarkness|Nino|Ah! Father......|
11975|FE7|25-PaleFlowerOfDarkness|Sonia|...You may do as you please!!|
11976|FE7|25-PaleFlowerOfDarkness|Nino|But...|
11977|FE7|25-PaleFlowerOfDarkness|Sonia|First, business! Jaffar! Come!|
11978|FE7|25-PaleFlowerOfDarkness|Nino|Jaffar!|
11979|FE7|25-PaleFlowerOfDarkness|Lyn|Look! That man! He was at the Dragon's Gate.|
11980|FE7|25-PaleFlowerOfDarkness|Hector|Nergal's henchman. No question about it.|
11981|FE7|25-PaleFlowerOfDarkness|Eliwood|......|
11982|FE7|25-PaleFlowerOfDarkness|Nino|Jaffar! Should you be up? Don't your wounds hurt?|
11983|FE7|25-PaleFlowerOfDarkness|Jaffar|......|
11984|FE7|25-PaleFlowerOfDarkness|Sonia|Must you be so discourteous? It really is quite irritating. You heard the king's request, did you not?|
11985|FE7|25-PaleFlowerOfDarkness|Jaffar|Prince Zephiel... He wants him assassinated.|
11986|FE7|25-PaleFlowerOfDarkness|Nino|What? The prince? The king wants to kill the prince? Why? He's his son, isn't he?|
11987|FE7|25-PaleFlowerOfDarkness|Sonia|Nino! Be quiet.|
11988|FE7|25-PaleFlowerOfDarkness|Nino|Ah... I'm sorry.|
11989|FE7|25-PaleFlowerOfDarkness|Sonia|Jaffar, this mission is yours... and you're to take Nino.|
11990|FE7|25-PaleFlowerOfDarkness|Jaffar|......You're not serious?|
11991|FE7|25-PaleFlowerOfDarkness|Sonia|Yes, I'm serious. This girl is my daughter. She must prove herself as soon as possible.|
11992|FE7|25-PaleFlowerOfDarkness|Jaffar|...Don't do this. This is too much for her.|
11993|FE7|25-PaleFlowerOfDarkness|Sonia|As long as you're with her, there should be no problem. I'll brook no disagreement. We must have the king in our debt. Those are Lord Nergal's explicit orders.|
11994|FE7|25-PaleFlowerOfDarkness|Jaffar|......|
11995|FE7|25-PaleFlowerOfDarkness|Sonia|Nino! You understand the consequences if you fail, don't you?|
11996|FE7|25-PaleFlowerOfDarkness|Nino|Um... Yes.|
11997|FE7|25-PaleFlowerOfDarkness|Sonia|Then we're off to investigate the prince's manse. I'll provide more details on the way there.|
11998|FE7|25-PaleFlowerOfDarkness|Sonia|Jerme!|
11999|FE7|25-PaleFlowerOfDarkness|Jerme|Yes?|
12000|FE7|25-PaleFlowerOfDarkness|Sonia|Where is Brendan? He just left the room.|
12001|FE7|25-PaleFlowerOfDarkness|Jerme|He went outside with Jan.|
12002|FE7|25-PaleFlowerOfDarkness|Sonia|......I wonder what he's about... ...I'll deal with it later. Listen, Jerme. You're in charge of the guard while I'm gone. Do not let anything happen to the item.|
12003|FE7|25-PaleFlowerOfDarkness|Jerme|In charge of the guard... Bah! I was top dog until that cretin Jaffar showed up.|
12004|FE7|25-PaleFlowerOfDarkness|Sonia|Jerme!|
12005|FE7|25-PaleFlowerOfDarkness|Jerme|...I know, I know!|
12006|FE7|25-PaleFlowerOfDarkness|Sonia|Kenneth!|
12007|FE7|25-PaleFlowerOfDarkness|Kenneth|Yes, Lady Sonia.|
12008|FE7|25-PaleFlowerOfDarkness|Sonia|Where is Brendan? He just left the room.|
12009|FE7|25-PaleFlowerOfDarkness|Kenneth|He went outside with Jan.|
12010|FE7|25-PaleFlowerOfDarkness|Sonia|......I wonder what he's about... ...I'll deal with it later. Listen, Kenneth. You're in charge of the guard while I'm gone. Do not let anything happen to the item.|
12011|FE7|25-PaleFlowerOfDarkness|Kenneth|Understood. I will guard it with my life.|
12012|FE7|25-PaleFlowerOfDarkness|Eliwood|Do they seriously mean to assassinate the prince?|
12013|FE7|25-PaleFlowerOfDarkness|Hector|Aye. On the orders of the king, it would seem. Unbelievable...|
12014|FE7|25-PaleFlowerOfDarkness|Lyn|The Emblem is essential to the prince's ceremony, right? Having the Emblem becomes useless if the prince is dead!|
12015|FE7|25-PaleFlowerOfDarkness|Eliwood|We must stop the assassination! The girl, Nino... If we speak to her she might understand.|
12016|FE7|25-PaleFlowerOfDarkness|Lyn|Jaffar looks like a dangerous man... But we have no other course of action.|
12017|FE7|25-PaleFlowerOfDarkness|Jerme|Oh, here you are! How delicious! My blade shall feast well tonight, won't it?|
12018|FE7|25-PaleFlowerOfDarkness|Eliwood|Oh!!|
12019|FE7|25-PaleFlowerOfDarkness|Jerme|Now, which...one...first? Wait! Hold it! There are some nasty ones mixed in with the rest. Mustn't get one of them. Might ruin my sword's appetite. You don't mind do you? If I do it this way?|
12020|FE7|25-PaleFlowerOfDarkness|Eliwood|That's...|
12021|FE7|25-PaleFlowerOfDarkness|Lyn|Eliwood! There's no reason to treat with that madman!! We must find the exit...|
12022|FE7|25-PaleFlowerOfDarkness|Jerme|You! Woman! You have beautiful skin. If I sliced you into lovely red ribbons with this, would the pieces be as soft and delicate as silk?|
12023|FE7|25-PaleFlowerOfDarkness|Lyn|You...|
12024|FE7|25-PaleFlowerOfDarkness|Nils|It's no good! Something's blocking our way. We can't get out!!|
12025|FE7|25-PaleFlowerOfDarkness|Ninian|I can feel an evil power emanating from every foe here. If we do not defeat them all, the barrier will hold strong.|
12026|FE7|25-PaleFlowerOfDarkness|Jerme|Hyaa ha ha ha haaa! That's Lord Nergal's doing! He knows how I love to slice through people. He lets me do it as often as I want, which really is all the time. He's after something he calls "quintessence"... I care nothing for it, but... as long as he keeps bringing me people to slash and cut! I am Jerme! The finest assassin the Black Fang have ever known! Now come! My blade hungers!!|
12027|FE7|25-PaleFlowerOfDarkness|Eliwood|Gone...|
12028|FE7|25-PaleFlowerOfDarkness|Ninian|...It's all right. He's still close... In this building...somewhere.|
12029|FE7|25-PaleFlowerOfDarkness|Nils|We've got to defeat him and destroy this barrier! Otherwise, we'll never leave!!|
12030|FE7|25-PaleFlowerOfDarkness|Eliwood|Mark! We have to find that man and escape this place! What are your orders?!|
12031|FE7|25-PaleFlowerOfDarkness|Kenneth|Hello trespassers. I bid you welcome. Imagine, the stronghold of a guild of assassins, infiltrated. Quite amusing, isn't it? Heh heh heh heh.|
12032|FE7|25-PaleFlowerOfDarkness|Eliwood|Oh!!|
12033|FE7|25-PaleFlowerOfDarkness|Jerme|However, you shall not leave. Sonia has given me authority while she is away.|
12034|FE7|25-PaleFlowerOfDarkness|Eliwood|You... You're a holy man. What are you doing in this place?|
12035|FE7|25-PaleFlowerOfDarkness|Kenneth|Are you referring to my relationship with the "gods"? Are you still held in the thrall of such a concept? You've met Lord Nergal, haven't you? Then there is something you must know. Gods are lies created by the weakness in all mankind. ...If a god truly exists, then it is my lord Nergal. Only him.|
12036|FE7|25-PaleFlowerOfDarkness|Eliwood|Insane...|
12037|FE7|25-PaleFlowerOfDarkness|Hector|Eliwood! Waste no time with that madman!! Let's get out of--|
12038|FE7|25-PaleFlowerOfDarkness|Nils|We can't! Something's blocking our way. We can't get out!!|
12039|FE7|25-PaleFlowerOfDarkness|Ninian|...That man. The one in front of you... A surge of evil...|
12040|FE7|25-PaleFlowerOfDarkness|Kenneth|Nothing is more beautiful than the suffering of men. When I'm watching, I'm afloat in an ocean of pure bliss... I will watch you for a long, long time.|
12041|FE7|25-PaleFlowerOfDarkness|Eliwood|Gone...|
12042|FE7|25-PaleFlowerOfDarkness|Ninian|...It's all right. He's still close... In this building...somewhere.|
12043|FE7|25-PaleFlowerOfDarkness|Nils|We've got to defeat him and destroy this barrier! Otherwise, we'll never leave!!|
12044|FE7|25-PaleFlowerOfDarkness|Eliwood|Mark! We have to find that man and escape this place! What are your orders?!|
12045|FE7|25-PaleFlowerOfDarkness|Geitz|Come on, Mark! Do you really want me? Oh, bother. I really hate the cold. What? Everyone's counting on me? ... Oh, fine ...|
12046|FE7|25-PaleFlowerOfDarkness|Wallace|Huh huh huh huh. You’ve done well to choose me for this, Mark! Weaklings! Their pathetic attacks mean nothing to me! I’ll cut through this snow like a new-forged blade!|
12047|FE7|25-PaleFlowerOfDarkness|Eliwood|Who are you?|
12048|FE7|25-PaleFlowerOfDarkness|Karel|Karel.|
12049|FE7|25-PaleFlowerOfDarkness|Eliwood|Are you fighting the Black Fang, too?|
12050|FE7|25-PaleFlowerOfDarkness|Karel|I heard the Black Fang was gathering recruits. I'm here to challenge them.|
12051|FE7|25-PaleFlowerOfDarkness|Eliwood|Do you... Do you have a reason to do so?|
12052|FE7|25-PaleFlowerOfDarkness|Karel|My sword is my life. My sword is my reason. You...|
12053|FE7|25-PaleFlowerOfDarkness|Eliwood|What?|
12054|FE7|25-PaleFlowerOfDarkness|Karel|You are quite good, but you will improve. Very good. I will join you.|
12055|FE7|25-PaleFlowerOfDarkness|Eliwood|You're going to help me and my friends? But...why?|
12056|FE7|25-PaleFlowerOfDarkness|Karel|Someday, you will be a great swordfighter. It would be a waste for that skill to die here. I must have you... stronger. I will wait for that time with much anticipation.|
12057|FE7|25-PaleFlowerOfDarkness|Eliwood|......|
12058|FE7|25-PaleFlowerOfDarkness|Karel|Shall we continue? The feast awaits...|
12059|FE7|25-PaleFlowerOfDarkness|Hector|Who are you?|
12060|FE7|25-PaleFlowerOfDarkness|Karel|Karel.|
12061|FE7|25-PaleFlowerOfDarkness|Hector|Karel, what are you doing in this place?|
12062|FE7|25-PaleFlowerOfDarkness|Karel|The Black Fang is gathering recruits. I want to hone my blade on them.|
12063|FE7|25-PaleFlowerOfDarkness|Hector|What? Do you have...a reason?|
12064|FE7|25-PaleFlowerOfDarkness|Karel|My sword is my life. My sword is my reason. You...|
12065|FE7|25-PaleFlowerOfDarkness|Hector|What?|
12066|FE7|25-PaleFlowerOfDarkness|Karel|You are unpolished...but powerful. Very well. I will join you.|
12067|FE7|25-PaleFlowerOfDarkness|Hector|You're going to lend us your blade? That's a nice gesture and all, but... Why?|
12068|FE7|25-PaleFlowerOfDarkness|Karel|You will someday be a famed general. It would be a waste for that power to be lost here. I must have you...stronger. I will wait for that time with much anticipation.|
12069|FE7|25-PaleFlowerOfDarkness|Hector|......|
12070|FE7|25-PaleFlowerOfDarkness|Karel|Shall we continue? The feast awaits...|
12071|FE7|25-PaleFlowerOfDarkness|Lyn|Oh! Who are you?|
12072|FE7|25-PaleFlowerOfDarkness|Karel|Karel.|
12073|FE7|25-PaleFlowerOfDarkness|Lyn|You're a...swordfighter from Sacae. Are you fighting the Black Fang as well?|
12074|FE7|25-PaleFlowerOfDarkness|Karel|The Black Fang is gathering recruits. I want to hone my blade on them.|
12075|FE7|25-PaleFlowerOfDarkness|Lyn|Why would you... Do you have a reason to?|
12076|FE7|25-PaleFlowerOfDarkness|Karel|My sword is my life. My sword is my reason. You are... So beautiful...|
12077|FE7|25-PaleFlowerOfDarkness|Lyn|Pardon?|
12078|FE7|25-PaleFlowerOfDarkness|Karel|Your blade and mine are different, yet...Your swordplay is truly beautiful. Very well. I will join you.|
12079|FE7|25-PaleFlowerOfDarkness|Lyn|You're going to help us? But...why?|
12080|FE7|25-PaleFlowerOfDarkness|Karel|Someday you will be a renowned swordfighter. Losing you here would be a waste. I must see you... stronger. I will wait for that time with much anticipation.|
12081|FE7|25-PaleFlowerOfDarkness|Lyn|......|
12082|FE7|25-PaleFlowerOfDarkness|Karel|Shall we continue. The feast awaits...|
12083|FE7|25-PaleFlowerOfDarkness|Eliwood|You... Can it really be? Is it you, Harken?|
12084|FE7|25-PaleFlowerOfDarkness|Harken|......Ah!|
12085|FE7|25-PaleFlowerOfDarkness|Eliwood|Wait, please! You're Harken, a knight of Pherae, aren't you?|
12086|FE7|25-PaleFlowerOfDarkness|Harken|Lord Eliwood?|
12087|FE7|25-PaleFlowerOfDarkness|Eliwood|I heard that all my father's men had fallen defending him. It's good to see you well. Why didn't you return to Pherae?|
12088|FE7|25-PaleFlowerOfDarkness|Harken|I failed in my duty to protect my sworn lord... I am not worthy of the honor of being a knight of Pherae.|
12089|FE7|25-PaleFlowerOfDarkness|Eliwood|Harken...|
12090|FE7|25-PaleFlowerOfDarkness|Harken|Before Nergal's magic, we were annihilated. When Lord Elbert was taken away, I was...powerless...|
12091|FE7|25-PaleFlowerOfDarkness|Eliwood|Nergal...|
12092|FE7|25-PaleFlowerOfDarkness|Harken|I heard he shared some connection to the Black Fang. I searched the continent for signs of them... I intended to strike against them with my final breath.|
12093|FE7|25-PaleFlowerOfDarkness|Eliwood|And that's what brought you here... In that case, Harken, you should come with us.|
12094|FE7|25-PaleFlowerOfDarkness|Harken|Forgive me, Lord Eliwood... I would rather die a knight than live in shame. I will trade my life for many of theirs.|
12095|FE7|25-PaleFlowerOfDarkness|Eliwood|Hold! Harken!! Do you think my father would want that?|
12096|FE7|25-PaleFlowerOfDarkness|Harken|Lord Eliwood, please...|
12097|FE7|25-PaleFlowerOfDarkness|Eliwood|Join me, Harken. Neither my father nor I would condone such a senseless death. Help me fulfill my father's one ambition and restore peace.|
12098|FE7|25-PaleFlowerOfDarkness|Harken|...I understand. My life is yours. May it serve you better than it served your father.|
12099|FE7|25-PaleFlowerOfDarkness|Isadora|You! Can it truly be you, Harken?|
12100|FE7|25-PaleFlowerOfDarkness|Harken|Isadora!?|
12101|FE7|25-PaleFlowerOfDarkness|Isadora|Wait! You are Harken, a knight of Pherae, are you not?|
12102|FE7|25-PaleFlowerOfDarkness|Harken|Isadora...|
12103|FE7|25-PaleFlowerOfDarkness|Isadora|You... You're alive. We'd heard that all of you had perished. Thank goodness... Thank goodness you're well. But how is it that you're here?|
12104|FE7|25-PaleFlowerOfDarkness|Harken|I failed in my duty to protect my sword lord... I am not worthy of the honor of being a knight of Pherae.|
12105|FE7|25-PaleFlowerOfDarkness|Isadora|Harken...|
12106|FE7|25-PaleFlowerOfDarkness|Harken|Before that man's magic... we were powerless. When Lord Elbert was taken away, I... I could do nothing...|
12107|FE7|25-PaleFlowerOfDarkness|Isadora|......|
12108|FE7|25-PaleFlowerOfDarkness|Harken|I learned that the man who took Lord Elbert...Nergal, shared some connection to the Black Fang. I searched the continent for signs of them... I intended to strike against them with my final breath.|
12109|FE7|25-PaleFlowerOfDarkness|Isadora|...... Lord Eliwood... He's here, too. Come, Harken. You must join us.|
12110|FE7|25-PaleFlowerOfDarkness|Harken|...I cant, Isadora. I would rather die a knight than live in shame. I will trade my life for many of theirs.|
12111|FE7|25-PaleFlowerOfDarkness|Isadora|Wait! Please, Harken! Don't be foolish!|
12112|FE7|25-PaleFlowerOfDarkness|Harken|Isadora...|
12113|FE7|25-PaleFlowerOfDarkness|Isadora|I've just now found you again when I thought you were lost. If you vanish from my life once more... Please, Harken. Do not waste this chance. I beg of you...|
